91,"select st.trip_id, st.stop_sequence, st.estimate_source, st.fullness, st.departure_time_hour, st.departure_time_minute, s.stop_lat, s.stop_lon, t.direction_id, t.route_id, r.route_short_name from m.stop AS s RIGHT JOIN m.stop_time AS st  ON st.agency_id = s.agency_id AND st.stop_id = s.stop_id LEFT JOIN m.trip AS t ON t.agency_id = st.agency_id AND t.trip_id = st.trip_id LEFT JOIN m.route AS r ON t.agency_id = r.agency_id AND t.route_id = r.route_id WHERE st.estimate_source in ( @@@,  @@@) AND st.agency_id = $# AND (((departure_time_hour * # + departure_time_minute) >= ($#-#)  AND (departure_time_hour * # + departure_time_minute) <= ($#+#)) OR ((departure_time_hour * # + departure_time_minute) >= ($#-#)  AND (departure_time_hour * # + departure_time_minute) <= ($#+#)))  order by st.stop_sequence"
2016-12-06 00:00:00,1
2016-12-06 00:02:00,1
2016-12-06 00:05:00,1
2016-12-06 00:06:00,1
2016-12-06 00:07:00,1
2016-12-06 00:11:00,1
2016-12-06 00:12:00,1
2016-12-06 00:13:00,1
2016-12-06 00:17:00,1
2016-12-06 00:30:00,1
2016-12-06 00:31:00,1
2016-12-06 00:36:00,1
2016-12-06 00:38:00,1
2016-12-06 00:48:00,1
2016-12-06 00:51:00,1
2016-12-06 00:56:00,1
2016-12-06 00:57:00,1
2016-12-06 01:03:00,1
2016-12-06 01:09:00,1
2016-12-06 01:22:00,1
2016-12-06 01:24:00,1
2016-12-06 01:27:00,1
2016-12-06 01:35:00,1
2016-12-06 01:37:00,1
2016-12-06 01:40:00,1
2016-12-06 01:47:00,1
2016-12-06 01:50:00,1
2016-12-06 01:52:00,1
2016-12-06 01:56:00,1
2016-12-06 01:58:00,1
2016-12-06 02:00:00,1
2016-12-06 02:01:00,1
2016-12-06 02:02:00,1
2016-12-06 02:05:00,1
2016-12-06 02:10:00,1
2016-12-06 02:11:00,1
2016-12-06 02:24:00,1
2016-12-06 02:27:00,1
2016-12-06 02:30:00,1
2016-12-06 02:32:00,1
2016-12-06 02:35:00,1
2016-12-06 02:37:00,1
2016-12-06 02:41:00,1
2016-12-06 02:43:00,1
2016-12-06 02:46:00,1
2016-12-06 02:48:00,1
2016-12-06 02:51:00,1
2016-12-06 03:03:00,1
2016-12-06 03:24:00,1
2016-12-06 03:26:00,1
2016-12-06 03:29:00,1
2016-12-06 03:31:00,2
2016-12-06 03:35:00,1
2016-12-06 03:36:00,1
2016-12-06 03:37:00,1
2016-12-06 03:38:00,1
2016-12-06 03:39:00,1
2016-12-06 03:41:00,1
2016-12-06 03:42:00,1
2016-12-06 03:43:00,1
2016-12-06 03:44:00,1
2016-12-06 03:46:00,1
2016-12-06 03:47:00,1
2016-12-06 03:48:00,1
2016-12-06 03:49:00,1
2016-12-06 03:51:00,1
2016-12-06 03:52:00,1
2016-12-06 03:54:00,1
2016-12-06 03:57:00,1
2016-12-06 03:59:00,1
2016-12-06 04:02:00,1
2016-12-06 04:04:00,1
2016-12-06 04:07:00,1
2016-12-06 04:12:00,1
2016-12-06 04:14:00,1
2016-12-06 04:17:00,1
2016-12-06 04:19:00,1
2016-12-06 04:22:00,1
2016-12-06 04:25:00,1
2016-12-06 04:28:00,1
2016-12-06 04:39:00,1
2016-12-06 04:40:00,1
2016-12-06 04:41:00,1
2016-12-06 04:42:00,1
2016-12-06 04:44:00,2
2016-12-06 04:53:00,1
2016-12-06 04:54:00,1
2016-12-06 04:57:00,1
2016-12-06 04:59:00,1
