55,select #
2016-12-13 00:01:00,1
2016-12-13 00:02:00,1
2016-12-13 00:13:00,1
2016-12-13 00:16:00,1
2016-12-13 00:19:00,1
2016-12-13 00:21:00,1
2016-12-13 00:39:00,1
2016-12-13 00:48:00,1
2016-12-13 00:49:00,1
2016-12-13 00:52:00,1
2016-12-13 01:03:00,1
2016-12-13 01:04:00,1
2016-12-13 01:07:00,1
2016-12-13 01:25:00,1
2016-12-13 01:26:00,1
2016-12-13 01:27:00,1
2016-12-13 01:28:00,1
2016-12-13 01:29:00,1
2016-12-13 01:38:00,1
2016-12-13 01:42:00,1
2016-12-13 01:49:00,1
2016-12-13 01:53:00,1
2016-12-13 01:57:00,1
2016-12-13 02:02:00,1
2016-12-13 02:05:00,1
2016-12-13 02:07:00,1
2016-12-13 02:11:00,1
2016-12-13 02:13:00,1
2016-12-13 02:15:00,1
2016-12-13 02:20:00,1
2016-12-13 02:23:00,1
2016-12-13 02:24:00,1
2016-12-13 02:36:00,1
2016-12-13 02:39:00,1
2016-12-13 03:08:00,1
2016-12-13 03:28:00,1
2016-12-13 03:31:00,1
2016-12-13 03:33:00,1
2016-12-13 03:36:00,1
2016-12-13 03:39:00,1
2016-12-13 03:41:00,1
2016-12-13 03:44:00,1
2016-12-13 03:46:00,1
2016-12-13 03:49:00,1
2016-12-13 03:51:00,1
2016-12-13 03:55:00,1
2016-12-13 04:24:00,1
2016-12-13 04:36:00,1
2016-12-13 04:38:00,1
2016-12-13 04:40:00,1
2016-12-13 05:01:00,1
2016-12-13 05:03:00,1
2016-12-13 05:05:00,1
2016-12-13 05:16:00,1
2016-12-13 05:18:00,1
