48,select #
2017-01-02 00:04:00,1
2017-01-02 00:16:00,1
2017-01-02 00:24:00,1
2017-01-02 00:33:00,1
2017-01-02 00:42:00,1
2017-01-02 00:48:00,1
2017-01-02 01:09:00,1
2017-01-02 01:15:00,1
2017-01-02 01:20:00,1
2017-01-02 01:22:00,1
2017-01-02 01:28:00,1
2017-01-02 01:30:00,1
2017-01-02 01:52:00,1
2017-01-02 02:08:00,1
2017-01-02 02:17:00,1
2017-01-02 02:31:00,1
2017-01-02 02:36:00,1
2017-01-02 02:40:00,1
2017-01-02 02:43:00,1
2017-01-02 02:48:00,1
2017-01-02 02:58:00,1
2017-01-02 03:05:00,1
2017-01-02 03:16:00,1
2017-01-02 03:28:00,1
2017-01-02 03:31:00,1
2017-01-02 03:35:00,1
2017-01-02 03:38:00,1
2017-01-02 03:47:00,1
2017-01-02 03:49:00,1
2017-01-02 04:00:00,1
2017-01-02 04:08:00,1
2017-01-02 04:14:00,1
2017-01-02 04:16:00,1
2017-01-02 04:22:00,1
2017-01-02 04:23:00,1
2017-01-02 04:38:00,1
2017-01-02 04:54:00,1
2017-01-02 04:57:00,1
2017-01-02 05:04:00,1
2017-01-02 05:14:00,1
2017-01-02 05:17:00,1
2017-01-02 05:18:00,1
2017-01-02 05:21:00,1
2017-01-02 05:25:00,1
2017-01-02 05:31:00,1
2017-01-02 05:38:00,1
2017-01-02 05:43:00,1
2017-01-02 05:45:00,1
