109,SELECT DISTINCT agency_timezone FROM m.agency WHERE agency_id = $#
2016-12-20 00:01:00,1
2016-12-20 00:04:00,1
2016-12-20 00:05:00,1
2016-12-20 00:08:00,1
2016-12-20 00:16:00,1
2016-12-20 00:21:00,1
2016-12-20 00:26:00,1
2016-12-20 00:28:00,1
2016-12-20 00:29:00,1
2016-12-20 00:31:00,1
2016-12-20 00:32:00,1
2016-12-20 00:33:00,1
2016-12-20 00:38:00,1
2016-12-20 00:41:00,1
2016-12-20 00:46:00,1
2016-12-20 00:47:00,1
2016-12-20 00:48:00,1
2016-12-20 00:50:00,1
2016-12-20 00:51:00,1
2016-12-20 00:55:00,1
2016-12-20 00:56:00,1
2016-12-20 00:58:00,1
2016-12-20 01:02:00,1
2016-12-20 01:05:00,1
2016-12-20 01:06:00,1
2016-12-20 01:10:00,1
2016-12-20 01:11:00,1
2016-12-20 01:12:00,1
2016-12-20 01:13:00,1
2016-12-20 01:15:00,1
2016-12-20 01:16:00,1
2016-12-20 01:19:00,1
2016-12-20 01:27:00,1
2016-12-20 01:29:00,1
2016-12-20 01:40:00,1
2016-12-20 01:45:00,1
2016-12-20 01:46:00,1
2016-12-20 01:49:00,1
2016-12-20 01:50:00,1
2016-12-20 01:53:00,1
2016-12-20 01:54:00,1
2016-12-20 01:55:00,1
2016-12-20 02:02:00,1
2016-12-20 02:05:00,1
2016-12-20 02:10:00,1
2016-12-20 02:13:00,1
2016-12-20 02:15:00,1
2016-12-20 02:18:00,1
2016-12-20 02:20:00,1
2016-12-20 02:23:00,1
2016-12-20 02:24:00,1
2016-12-20 02:26:00,1
2016-12-20 02:27:00,1
2016-12-20 02:30:00,1
2016-12-20 02:32:00,1
2016-12-20 02:35:00,1
2016-12-20 02:37:00,1
2016-12-20 02:38:00,1
2016-12-20 02:41:00,1
2016-12-20 02:43:00,1
2016-12-20 02:45:00,1
2016-12-20 02:48:00,1
2016-12-20 02:58:00,1
2016-12-20 03:01:00,1
2016-12-20 03:03:00,1
2016-12-20 03:06:00,1
2016-12-20 03:08:00,1
2016-12-20 03:09:00,1
2016-12-20 03:42:00,1
2016-12-20 03:45:00,1
2016-12-20 03:46:00,1
2016-12-20 03:47:00,1
2016-12-20 03:49:00,1
2016-12-20 03:50:00,1
2016-12-20 03:51:00,1
2016-12-20 03:53:00,1
2016-12-20 03:55:00,1
2016-12-20 03:57:00,1
2016-12-20 03:58:00,1
2016-12-20 04:11:00,1
2016-12-20 04:12:00,1
2016-12-20 04:13:00,1
2016-12-20 04:15:00,1
2016-12-20 04:16:00,1
2016-12-20 04:17:00,1
2016-12-20 04:18:00,1
2016-12-20 04:20:00,1
2016-12-20 04:21:00,1
2016-12-20 04:22:00,1
2016-12-20 04:24:00,1
2016-12-20 04:26:00,1
2016-12-20 04:43:00,1
2016-12-20 04:46:00,1
2016-12-20 04:48:00,1
2016-12-20 04:49:00,1
2016-12-20 04:57:00,1
2016-12-20 04:59:00,1
2016-12-20 05:04:00,1
2016-12-20 05:05:00,1
2016-12-20 05:06:00,1
2016-12-20 05:07:00,1
2016-12-20 05:10:00,1
2016-12-20 05:18:00,1
2016-12-20 05:20:00,1
2016-12-20 05:27:00,1
2016-12-20 05:28:00,1
2016-12-20 05:29:00,1
2016-12-20 05:30:00,1
2016-12-20 05:31:00,1
