84,SELECT DISTINCT agency_timezone FROM m.agency WHERE agency_id = $#
2016-12-24 00:00:00,1
2016-12-24 00:09:00,1
2016-12-24 00:10:00,1
2016-12-24 00:12:00,1
2016-12-24 00:15:00,1
2016-12-24 00:16:00,1
2016-12-24 00:18:00,1
2016-12-24 00:20:00,1
2016-12-24 00:21:00,1
2016-12-24 00:35:00,1
2016-12-24 00:36:00,1
2016-12-24 00:37:00,1
2016-12-24 00:43:00,1
2016-12-24 00:44:00,1
2016-12-24 00:45:00,1
2016-12-24 00:56:00,1
2016-12-24 01:09:00,1
2016-12-24 01:18:00,1
2016-12-24 01:20:00,1
2016-12-24 01:23:00,1
2016-12-24 01:24:00,1
2016-12-24 01:25:00,1
2016-12-24 01:29:00,1
2016-12-24 01:31:00,1
2016-12-24 01:35:00,1
2016-12-24 01:39:00,1
2016-12-24 01:43:00,1
2016-12-24 01:45:00,1
2016-12-24 01:48:00,1
2016-12-24 01:50:00,1
2016-12-24 01:54:00,1
2016-12-24 02:03:00,1
2016-12-24 02:04:00,1
2016-12-24 02:07:00,1
2016-12-24 02:08:00,1
2016-12-24 02:22:00,1
2016-12-24 02:26:00,1
2016-12-24 02:28:00,1
2016-12-24 02:31:00,1
2016-12-24 02:33:00,1
2016-12-24 02:38:00,1
2016-12-24 03:01:00,1
2016-12-24 03:02:00,1
2016-12-24 03:04:00,1
2016-12-24 03:05:00,1
2016-12-24 03:06:00,1
2016-12-24 03:07:00,1
2016-12-24 03:12:00,1
2016-12-24 03:15:00,1
2016-12-24 03:17:00,1
2016-12-24 03:41:00,1
2016-12-24 03:44:00,1
2016-12-24 03:47:00,1
2016-12-24 03:49:00,1
2016-12-24 03:52:00,1
2016-12-24 04:03:00,1
2016-12-24 04:09:00,1
2016-12-24 04:14:00,1
2016-12-24 04:16:00,1
2016-12-24 04:19:00,1
2016-12-24 04:21:00,1
2016-12-24 04:30:00,1
2016-12-24 04:32:00,1
2016-12-24 04:36:00,1
2016-12-24 04:39:00,1
2016-12-24 04:40:00,1
2016-12-24 04:42:00,1
2016-12-24 04:44:00,1
2016-12-24 04:45:00,1
2016-12-24 04:46:00,1
2016-12-24 04:47:00,1
2016-12-24 04:49:00,1
2016-12-24 04:50:00,1
2016-12-24 04:51:00,1
2016-12-24 04:53:00,1
2016-12-24 04:59:00,1
2016-12-24 05:00:00,1
2016-12-24 05:01:00,1
2016-12-24 05:02:00,1
2016-12-24 05:06:00,2
2016-12-24 05:07:00,1
2016-12-24 05:10:00,1
2016-12-24 05:15:00,1
