59,select #
2016-12-24 00:01:00,1
2016-12-24 00:03:00,1
2016-12-24 00:05:00,1
2016-12-24 00:06:00,1
2016-12-24 00:08:00,1
2016-12-24 00:19:00,1
2016-12-24 00:40:00,1
2016-12-24 00:41:00,1
2016-12-24 00:54:00,1
2016-12-24 00:59:00,1
2016-12-24 01:10:00,1
2016-12-24 01:12:00,1
2016-12-24 01:13:00,1
2016-12-24 01:14:00,1
2016-12-24 01:15:00,1
2016-12-24 01:17:00,1
2016-12-24 02:05:00,1
2016-12-24 02:10:00,1
2016-12-24 02:11:00,1
2016-12-24 02:12:00,1
2016-12-24 02:13:00,1
2016-12-24 02:15:00,1
2016-12-24 02:16:00,1
2016-12-24 02:17:00,1
2016-12-24 02:20:00,1
2016-12-24 02:21:00,1
2016-12-24 02:39:00,1
2016-12-24 02:40:00,1
2016-12-24 02:42:00,1
2016-12-24 02:43:00,1
2016-12-24 02:54:00,1
2016-12-24 03:10:00,1
2016-12-24 03:11:00,1
2016-12-24 03:20:00,1
2016-12-24 03:22:00,1
2016-12-24 03:31:00,1
2016-12-24 03:33:00,1
2016-12-24 03:36:00,1
2016-12-24 03:39:00,1
2016-12-24 03:42:00,1
2016-12-24 03:55:00,1
2016-12-24 04:00:00,1
2016-12-24 04:05:00,1
2016-12-24 04:08:00,1
2016-12-24 04:25:00,1
2016-12-24 04:27:00,1
2016-12-24 04:28:00,1
2016-12-24 04:31:00,1
2016-12-24 04:33:00,1
2016-12-24 04:34:00,1
2016-12-24 04:35:00,1
2016-12-24 04:38:00,1
2016-12-24 04:54:00,1
2016-12-24 04:55:00,1
2016-12-24 04:57:00,1
2016-12-24 04:58:00,1
2016-12-24 05:08:00,1
2016-12-24 05:12:00,1
2016-12-24 05:16:00,1
