81,"select st.trip_id, st.stop_sequence, st.estimate_source, st.fullness, st.departure_time_hour, st.departure_time_minute, s.stop_lat, s.stop_lon, t.direction_id, t.route_id, r.route_short_name from m.stop AS s RIGHT JOIN m.stop_time AS st  ON st.agency_id = s.agency_id AND st.stop_id = s.stop_id LEFT JOIN m.trip AS t ON t.agency_id = st.agency_id AND t.trip_id = st.trip_id LEFT JOIN m.route AS r ON t.agency_id = r.agency_id AND t.route_id = r.route_id WHERE st.estimate_source in ( @@@,  @@@) AND st.agency_id = $# AND (((departure_time_hour * # + departure_time_minute) >= ($#-#)  AND (departure_time_hour * # + departure_time_minute) <= ($#+#)) OR ((departure_time_hour * # + departure_time_minute) >= ($#-#)  AND (departure_time_hour * # + departure_time_minute) <= ($#+#)))  order by st.stop_sequence"
2016-12-13 00:12:00,1
2016-12-13 00:15:00,1
2016-12-13 00:24:00,1
2016-12-13 00:25:00,1
2016-12-13 00:28:00,1
2016-12-13 00:31:00,1
2016-12-13 00:34:00,1
2016-12-13 00:35:00,1
2016-12-13 00:37:00,1
2016-12-13 00:39:00,1
2016-12-13 00:48:00,1
2016-12-13 00:50:00,1
2016-12-13 00:51:00,1
2016-12-13 00:52:00,1
2016-12-13 01:19:00,1
2016-12-13 01:21:00,1
2016-12-13 01:22:00,1
2016-12-13 01:23:00,1
2016-12-13 01:24:00,1
2016-12-13 01:25:00,1
2016-12-13 01:26:00,1
2016-12-13 01:28:00,1
2016-12-13 01:29:00,1
2016-12-13 01:30:00,1
2016-12-13 01:32:00,1
2016-12-13 01:33:00,1
2016-12-13 01:34:00,1
2016-12-13 01:35:00,1
2016-12-13 01:38:00,1
2016-12-13 01:40:00,1
2016-12-13 01:42:00,1
2016-12-13 01:43:00,1
2016-12-13 01:44:00,1
2016-12-13 01:45:00,1
2016-12-13 01:47:00,1
2016-12-13 01:48:00,1
2016-12-13 01:49:00,1
2016-12-13 01:51:00,1
2016-12-13 01:54:00,1
2016-12-13 01:55:00,1
2016-12-13 01:57:00,1
2016-12-13 01:59:00,1
2016-12-13 02:09:00,1
2016-12-13 02:11:00,1
2016-12-13 02:12:00,1
2016-12-13 02:14:00,1
2016-12-13 02:37:00,1
2016-12-13 03:02:00,1
2016-12-13 03:03:00,1
2016-12-13 03:04:00,1
2016-12-13 03:06:00,1
2016-12-13 03:07:00,1
2016-12-13 03:33:00,1
2016-12-13 03:34:00,1
2016-12-13 03:35:00,1
2016-12-13 03:37:00,1
2016-12-13 03:38:00,1
2016-12-13 03:54:00,1
2016-12-13 03:55:00,1
2016-12-13 03:56:00,1
2016-12-13 03:57:00,1
2016-12-13 03:59:00,1
2016-12-13 04:00:00,1
2016-12-13 04:09:00,1
2016-12-13 04:10:00,1
2016-12-13 04:13:00,1
2016-12-13 04:15:00,1
2016-12-13 04:18:00,1
2016-12-13 04:20:00,1
2016-12-13 04:23:00,1
2016-12-13 04:25:00,1
2016-12-13 04:27:00,1
2016-12-13 04:30:00,1
2016-12-13 04:32:00,1
2016-12-13 04:35:00,1
2016-12-13 04:37:00,1
2016-12-13 04:53:00,1
2016-12-13 04:54:00,1
2016-12-13 04:55:00,1
2016-12-13 04:56:00,1
2016-12-13 04:58:00,1
