62,SELECT DISTINCT agency_timezone FROM m.agency WHERE agency_id = $#
2017-01-25 00:10:00,1
2017-01-25 00:13:00,1
2017-01-25 00:24:00,1
2017-01-25 00:31:00,1
2017-01-25 00:35:00,1
2017-01-25 00:39:00,1
2017-01-25 00:43:00,1
2017-01-25 00:49:00,1
2017-01-25 00:51:00,1
2017-01-25 00:53:00,1
2017-01-25 00:58:00,1
2017-01-25 01:00:00,1
2017-01-25 01:05:00,1
2017-01-25 01:06:00,1
2017-01-25 01:08:00,1
2017-01-25 01:20:00,1
2017-01-25 01:22:00,1
2017-01-25 01:26:00,1
2017-01-25 01:28:00,1
2017-01-25 01:32:00,1
2017-01-25 01:33:00,1
2017-01-25 01:36:00,1
2017-01-25 01:38:00,1
2017-01-25 01:43:00,1
2017-01-25 01:47:00,1
2017-01-25 01:54:00,1
2017-01-25 01:59:00,1
2017-01-25 02:05:00,1
2017-01-25 02:09:00,1
2017-01-25 02:13:00,1
2017-01-25 02:19:00,1
2017-01-25 02:24:00,1
2017-01-25 02:37:00,1
2017-01-25 02:43:00,1
2017-01-25 02:45:00,1
2017-01-25 02:49:00,1
2017-01-25 02:59:00,1
2017-01-25 03:00:00,1
2017-01-25 03:18:00,1
2017-01-25 03:35:00,1
2017-01-25 03:44:00,1
2017-01-25 03:52:00,1
2017-01-25 03:58:00,1
2017-01-25 04:04:00,1
2017-01-25 04:06:00,1
2017-01-25 04:13:00,1
2017-01-25 04:17:00,1
2017-01-25 04:29:00,1
2017-01-25 04:36:00,1
2017-01-25 04:38:00,1
2017-01-25 04:41:00,1
2017-01-25 04:44:00,1
2017-01-25 04:47:00,1
2017-01-25 04:48:00,1
2017-01-25 04:54:00,1
2017-01-25 04:55:00,1
2017-01-25 04:56:00,1
2017-01-25 05:06:00,1
2017-01-25 05:09:00,1
2017-01-25 05:11:00,1
2017-01-25 05:29:00,1
2017-01-25 05:32:00,1
