45,select #
2017-01-25 00:00:00,1
2017-01-25 00:03:00,1
2017-01-25 00:05:00,1
2017-01-25 00:07:00,1
2017-01-25 00:08:00,1
2017-01-25 00:14:00,1
2017-01-25 00:29:00,1
2017-01-25 00:38:00,1
2017-01-25 00:42:00,1
2017-01-25 01:17:00,1
2017-01-25 01:24:00,1
2017-01-25 01:30:00,1
2017-01-25 01:41:00,1
2017-01-25 01:45:00,1
2017-01-25 01:50:00,1
2017-01-25 01:56:00,1
2017-01-25 02:12:00,1
2017-01-25 02:18:00,1
2017-01-25 02:26:00,1
2017-01-25 02:29:00,1
2017-01-25 02:30:00,1
2017-01-25 02:32:00,1
2017-01-25 02:51:00,1
2017-01-25 02:58:00,1
2017-01-25 03:02:00,1
2017-01-25 03:07:00,1
2017-01-25 03:13:00,1
2017-01-25 03:26:00,1
2017-01-25 03:32:00,1
2017-01-25 03:33:00,1
2017-01-25 03:55:00,1
2017-01-25 03:56:00,1
2017-01-25 04:01:00,1
2017-01-25 04:08:00,1
2017-01-25 04:11:00,1
2017-01-25 04:15:00,1
2017-01-25 04:22:00,1
2017-01-25 04:31:00,1
2017-01-25 04:33:00,1
2017-01-25 04:39:00,1
2017-01-25 04:50:00,1
2017-01-25 04:59:00,1
2017-01-25 05:00:00,1
2017-01-25 05:14:00,1
2017-01-25 05:29:00,1
