105,SELECT DISTINCT agency_timezone FROM m.agency WHERE agency_id = $#
2016-12-16 00:01:00,1
2016-12-16 00:06:00,1
2016-12-16 00:07:00,1
2016-12-16 00:08:00,1
2016-12-16 00:09:00,1
2016-12-16 00:10:00,1
2016-12-16 00:12:00,1
2016-12-16 00:17:00,1
2016-12-16 00:19:00,1
2016-12-16 00:21:00,1
2016-12-16 00:22:00,1
2016-12-16 00:23:00,1
2016-12-16 00:28:00,1
2016-12-16 00:32:00,1
2016-12-16 00:34:00,1
2016-12-16 00:39:00,1
2016-12-16 00:54:00,1
2016-12-16 00:58:00,1
2016-12-16 01:02:00,1
2016-12-16 01:04:00,1
2016-12-16 01:08:00,1
2016-12-16 01:14:00,1
2016-12-16 01:17:00,1
2016-12-16 01:19:00,1
2016-12-16 01:22:00,1
2016-12-16 01:24:00,1
2016-12-16 01:25:00,1
2016-12-16 01:33:00,1
2016-12-16 01:35:00,1
2016-12-16 01:37:00,1
2016-12-16 01:45:00,1
2016-12-16 01:47:00,1
2016-12-16 01:48:00,1
2016-12-16 01:49:00,1
2016-12-16 01:50:00,1
2016-12-16 01:54:00,1
2016-12-16 01:55:00,1
2016-12-16 01:58:00,1
2016-12-16 01:59:00,1
2016-12-16 02:00:00,1
2016-12-16 02:08:00,1
2016-12-16 02:11:00,1
2016-12-16 02:13:00,1
2016-12-16 02:15:00,1
2016-12-16 02:17:00,1
2016-12-16 02:18:00,1
2016-12-16 02:19:00,1
2016-12-16 02:20:00,1
2016-12-16 02:22:00,1
2016-12-16 02:39:00,1
2016-12-16 02:40:00,1
2016-12-16 02:42:00,1
2016-12-16 02:45:00,1
2016-12-16 02:47:00,1
2016-12-16 02:50:00,1
2016-12-16 02:52:00,1
2016-12-16 02:59:00,1
2016-12-16 03:01:00,1
2016-12-16 03:02:00,1
2016-12-16 03:03:00,1
2016-12-16 03:04:00,1
2016-12-16 03:06:00,1
2016-12-16 03:07:00,1
2016-12-16 03:13:00,1
2016-12-16 03:16:00,1
2016-12-16 03:18:00,1
2016-12-16 03:21:00,1
2016-12-16 03:26:00,1
2016-12-16 03:33:00,1
2016-12-16 03:35:00,1
2016-12-16 03:38:00,1
2016-12-16 03:39:00,1
2016-12-16 03:40:00,1
2016-12-16 03:42:00,1
2016-12-16 03:43:00,1
2016-12-16 03:44:00,1
2016-12-16 03:45:00,1
2016-12-16 03:47:00,1
2016-12-16 03:48:00,1
2016-12-16 03:49:00,1
2016-12-16 03:50:00,1
2016-12-16 03:52:00,1
2016-12-16 03:53:00,1
2016-12-16 04:10:00,1
2016-12-16 04:11:00,1
2016-12-16 04:12:00,1
2016-12-16 04:14:00,1
2016-12-16 04:19:00,1
2016-12-16 04:21:00,1
2016-12-16 04:24:00,1
2016-12-16 04:26:00,1
2016-12-16 04:28:00,1
2016-12-16 04:32:00,1
2016-12-16 04:34:00,1
2016-12-16 04:39:00,1
2016-12-16 04:41:00,1
2016-12-16 04:49:00,1
2016-12-16 04:50:00,1
2016-12-16 04:51:00,1
2016-12-16 04:54:00,1
2016-12-16 04:55:00,1
2016-12-16 04:56:00,1
2016-12-16 04:57:00,1
2016-12-16 05:00:00,1
2016-12-16 05:01:00,1
