99,SELECT DISTINCT agency_timezone FROM m.agency WHERE agency_id = $#
2017-01-21 00:00:00,1
2017-01-21 00:04:00,1
2017-01-21 00:06:00,1
2017-01-21 00:07:00,1
2017-01-21 00:09:00,1
2017-01-21 00:13:00,1
2017-01-21 00:15:00,1
2017-01-21 00:17:00,1
2017-01-21 00:20:00,1
2017-01-21 00:21:00,1
2017-01-21 00:23:00,1
2017-01-21 00:25:00,1
2017-01-21 00:29:00,1
2017-01-21 00:31:00,1
2017-01-21 00:39:00,1
2017-01-21 00:59:00,1
2017-01-21 01:01:00,1
2017-01-21 01:02:00,1
2017-01-21 01:03:00,1
2017-01-21 01:04:00,1
2017-01-21 01:06:00,1
2017-01-21 01:11:00,1
2017-01-21 01:13:00,1
2017-01-21 01:16:00,1
2017-01-21 01:17:00,1
2017-01-21 01:18:00,1
2017-01-21 01:20:00,1
2017-01-21 01:21:00,1
2017-01-21 01:22:00,1
2017-01-21 01:24:00,1
2017-01-21 01:27:00,1
2017-01-21 01:28:00,1
2017-01-21 01:30:00,1
2017-01-21 01:31:00,1
2017-01-21 01:32:00,1
2017-01-21 01:33:00,1
2017-01-21 01:35:00,1
2017-01-21 01:36:00,1
2017-01-21 01:41:00,1
2017-01-21 01:43:00,1
2017-01-21 01:48:00,1
2017-01-21 01:54:00,1
2017-01-21 01:56:00,1
2017-01-21 01:57:00,1
2017-01-21 01:58:00,1
2017-01-21 02:00:00,1
2017-01-21 02:01:00,1
2017-01-21 02:02:00,1
2017-01-21 02:05:00,1
2017-01-21 02:08:00,1
2017-01-21 02:24:00,1
2017-01-21 02:26:00,1
2017-01-21 02:27:00,1
2017-01-21 02:28:00,1
2017-01-21 02:29:00,1
2017-01-21 02:31:00,1
2017-01-21 02:32:00,1
2017-01-21 02:33:00,1
2017-01-21 02:34:00,1
2017-01-21 02:36:00,1
2017-01-21 02:37:00,1
2017-01-21 02:38:00,1
2017-01-21 03:03:00,1
2017-01-21 03:05:00,1
2017-01-21 03:08:00,1
2017-01-21 03:26:00,1
2017-01-21 03:29:00,1
2017-01-21 03:31:00,1
2017-01-21 03:40:00,1
2017-01-21 03:41:00,1
2017-01-21 03:42:00,1
2017-01-21 03:44:00,1
2017-01-21 03:45:00,1
2017-01-21 03:46:00,1
2017-01-21 03:47:00,1
2017-01-21 03:49:00,1
2017-01-21 03:50:00,1
2017-01-21 03:51:00,1
2017-01-21 03:52:00,1
2017-01-21 04:08:00,1
2017-01-21 04:35:00,1
2017-01-21 04:38:00,1
2017-01-21 04:41:00,1
2017-01-21 04:44:00,1
2017-01-21 04:46:00,1
2017-01-21 04:49:00,1
2017-01-21 04:50:00,1
2017-01-21 04:52:00,1
2017-01-21 04:53:00,1
2017-01-21 04:55:00,1
2017-01-21 04:56:00,1
2017-01-21 04:58:00,1
2017-01-21 05:03:00,1
2017-01-21 05:04:00,1
2017-01-21 05:07:00,2
2017-01-21 05:10:00,1
2017-01-21 05:11:00,1
2017-01-21 05:15:00,1
