104,"select st.trip_id, st.stop_sequence, st.estimate_source, st.fullness, st.departure_time_hour, st.departure_time_minute, s.stop_lat, s.stop_lon, t.direction_id, t.route_id, r.route_short_name from m.stop AS s RIGHT JOIN m.stop_time AS st  ON st.agency_id = s.agency_id AND st.stop_id = s.stop_id LEFT JOIN m.trip AS t ON t.agency_id = st.agency_id AND t.trip_id = st.trip_id LEFT JOIN m.route AS r ON t.agency_id = r.agency_id AND t.route_id = r.route_id WHERE st.estimate_source in ( @@@,  @@@) AND st.agency_id = $# AND (((departure_time_hour * # + departure_time_minute) >= ($#-#)  AND (departure_time_hour * # + departure_time_minute) <= ($#+#)) OR ((departure_time_hour * # + departure_time_minute) >= ($#-#)  AND (departure_time_hour * # + departure_time_minute) <= ($#+#)))  order by st.stop_sequence"
2017-01-21 00:01:00,1
2017-01-21 00:02:00,1
2017-01-21 00:03:00,1
2017-01-21 00:10:00,1
2017-01-21 00:12:00,1
2017-01-21 00:16:00,1
2017-01-21 00:19:00,1
2017-01-21 00:26:00,1
2017-01-21 00:27:00,1
2017-01-21 00:30:00,1
2017-01-21 00:33:00,1
2017-01-21 00:34:00,1
2017-01-21 00:38:00,1
2017-01-21 00:50:00,1
2017-01-21 00:52:00,1
2017-01-21 00:53:00,1
2017-01-21 01:09:00,1
2017-01-21 01:12:00,1
2017-01-21 01:14:00,1
2017-01-21 01:26:00,1
2017-01-21 01:38:00,1
2017-01-21 01:40:00,1
2017-01-21 01:42:00,1
2017-01-21 01:45:00,1
2017-01-21 01:53:00,1
2017-01-21 02:11:00,1
2017-01-21 02:12:00,1
2017-01-21 02:13:00,1
2017-01-21 02:15:00,1
2017-01-21 02:16:00,1
2017-01-21 02:17:00,1
2017-01-21 02:18:00,1
2017-01-21 02:20:00,1
2017-01-21 02:21:00,1
2017-01-21 02:22:00,1
2017-01-21 02:39:00,1
2017-01-21 02:40:00,1
2017-01-21 02:42:00,1
2017-01-21 02:43:00,1
2017-01-21 02:44:00,1
2017-01-21 02:45:00,1
2017-01-21 02:47:00,1
2017-01-21 02:48:00,1
2017-01-21 02:49:00,1
2017-01-21 02:50:00,1
2017-01-21 02:52:00,1
2017-01-21 02:53:00,1
2017-01-21 02:56:00,1
2017-01-21 02:59:00,1
2017-01-21 03:01:00,1
2017-01-21 03:04:00,1
2017-01-21 03:06:00,1
2017-01-21 03:10:00,1
2017-01-21 03:12:00,1
2017-01-21 03:15:00,1
2017-01-21 03:17:00,1
2017-01-21 03:20:00,1
2017-01-21 03:22:00,1
2017-01-21 03:24:00,1
2017-01-21 03:39:00,1
2017-01-21 03:55:00,1
2017-01-21 03:56:00,1
2017-01-21 03:57:00,1
2017-01-21 03:58:00,1
2017-01-21 04:00:00,1
2017-01-21 04:01:00,1
2017-01-21 04:02:00,1
2017-01-21 04:03:00,1
2017-01-21 04:05:00,1
2017-01-21 04:06:00,1
2017-01-21 04:07:00,1
2017-01-21 04:09:00,1
2017-01-21 04:11:00,1
2017-01-21 04:12:00,1
2017-01-21 04:13:00,1
2017-01-21 04:14:00,1
2017-01-21 04:16:00,1
2017-01-21 04:17:00,1
2017-01-21 04:18:00,1
2017-01-21 04:19:00,1
2017-01-21 04:21:00,1
2017-01-21 04:22:00,1
2017-01-21 04:23:00,1
2017-01-21 04:24:00,1
2017-01-21 04:25:00,1
2017-01-21 04:27:00,1
2017-01-21 04:28:00,1
2017-01-21 04:29:00,1
2017-01-21 04:30:00,1
2017-01-21 04:32:00,1
2017-01-21 04:33:00,1
2017-01-21 04:34:00,1
2017-01-21 04:37:00,1
2017-01-21 04:39:00,1
2017-01-21 04:40:00,1
2017-01-21 04:43:00,1
2017-01-21 04:45:00,1
2017-01-21 04:47:00,1
2017-01-21 04:48:00,1
2017-01-21 04:54:00,1
2017-01-21 04:58:00,1
2017-01-21 04:59:00,1
2017-01-21 05:11:00,1
2017-01-21 05:16:00,1
