139,"select st.trip_id, st.stop_sequence, st.estimate_source, st.fullness, st.departure_time_hour, st.departure_time_minute, s.stop_lat, s.stop_lon, t.direction_id, t.route_id, r.route_short_name from m.stop AS s RIGHT JOIN m.stop_time AS st  ON st.agency_id = s.agency_id AND st.stop_id = s.stop_id LEFT JOIN m.trip AS t ON t.agency_id = st.agency_id AND t.trip_id = st.trip_id LEFT JOIN m.route AS r ON t.agency_id = r.agency_id AND t.route_id = r.route_id WHERE st.estimate_source in ( @@@,  @@@) AND st.agency_id = $# AND (((departure_time_hour * # + departure_time_minute) >= ($#-#)  AND (departure_time_hour * # + departure_time_minute) <= ($#+#)) OR ((departure_time_hour * # + departure_time_minute) >= ($#-#)  AND (departure_time_hour * # + departure_time_minute) <= ($#+#)))  order by st.stop_sequence"
2016-12-04 00:02:00,1
2016-12-04 00:07:00,1
2016-12-04 00:13:00,1
2016-12-04 00:14:00,1
2016-12-04 00:16:00,1
2016-12-04 00:18:00,1
2016-12-04 00:19:00,1
2016-12-04 00:20:00,1
2016-12-04 00:22:00,1
2016-12-04 00:26:00,1
2016-12-04 00:27:00,1
2016-12-04 00:30:00,1
2016-12-04 00:31:00,1
2016-12-04 00:35:00,1
2016-12-04 00:39:00,1
2016-12-04 00:41:00,1
2016-12-04 00:44:00,1
2016-12-04 00:45:00,1
2016-12-04 00:50:00,1
2016-12-04 00:51:00,1
2016-12-04 00:54:00,1
2016-12-04 00:56:00,1
2016-12-04 01:00:00,1
2016-12-04 01:02:00,1
2016-12-04 01:04:00,1
2016-12-04 01:07:00,1
2016-12-04 01:08:00,1
2016-12-04 01:09:00,1
2016-12-04 01:10:00,1
2016-12-04 01:13:00,1
2016-12-04 01:16:00,1
2016-12-04 01:18:00,1
2016-12-04 01:20:00,1
2016-12-04 01:21:00,1
2016-12-04 01:22:00,1
2016-12-04 01:24:00,1
2016-12-04 01:26:00,1
2016-12-04 01:29:00,1
2016-12-04 01:31:00,1
2016-12-04 01:34:00,1
2016-12-04 01:37:00,1
2016-12-04 01:39:00,1
2016-12-04 01:40:00,1
2016-12-04 01:41:00,1
2016-12-04 01:43:00,1
2016-12-04 01:44:00,1
2016-12-04 01:45:00,1
2016-12-04 01:46:00,1
2016-12-04 01:49:00,1
2016-12-04 01:51:00,1
2016-12-04 01:55:00,1
2016-12-04 01:56:00,1
2016-12-04 01:57:00,1
2016-12-04 01:59:00,1
2016-12-04 02:00:00,1
2016-12-04 02:01:00,1
2016-12-04 02:03:00,1
2016-12-04 02:04:00,1
2016-12-04 02:05:00,1
2016-12-04 02:06:00,1
2016-12-04 02:08:00,1
2016-12-04 02:09:00,1
2016-12-04 02:23:00,1
2016-12-04 02:35:00,1
2016-12-04 02:37:00,1
2016-12-04 02:41:00,1
2016-12-04 02:43:00,1
2016-12-04 02:58:00,1
2016-12-04 03:02:00,1
2016-12-04 03:03:00,1
2016-12-04 03:04:00,1
2016-12-04 03:06:00,1
2016-12-04 03:07:00,1
2016-12-04 03:11:00,1
2016-12-04 03:12:00,1
2016-12-04 03:13:00,1
2016-12-04 03:15:00,1
2016-12-04 03:16:00,1
2016-12-04 03:17:00,1
2016-12-04 03:18:00,1
2016-12-04 03:20:00,1
2016-12-04 03:21:00,1
2016-12-04 03:22:00,1
2016-12-04 03:23:00,1
2016-12-04 03:24:00,1
2016-12-04 03:27:00,1
2016-12-04 03:28:00,1
2016-12-04 03:29:00,1
2016-12-04 03:31:00,1
2016-12-04 03:32:00,1
2016-12-04 03:33:00,1
2016-12-04 03:34:00,1
2016-12-04 03:36:00,1
2016-12-04 03:37:00,1
2016-12-04 03:39:00,1
2016-12-04 03:40:00,1
2016-12-04 03:42:00,1
2016-12-04 03:43:00,1
2016-12-04 03:44:00,1
2016-12-04 03:45:00,1
2016-12-04 03:47:00,1
2016-12-04 03:48:00,1
2016-12-04 03:49:00,1
2016-12-04 03:50:00,1
2016-12-04 03:52:00,1
2016-12-04 03:54:00,1
2016-12-04 03:55:00,1
2016-12-04 03:56:00,1
2016-12-04 03:58:00,1
2016-12-04 03:59:00,1
2016-12-04 04:00:00,1
2016-12-04 04:01:00,1
2016-12-04 04:03:00,1
2016-12-04 04:04:00,1
2016-12-04 04:05:00,1
2016-12-04 04:06:00,1
2016-12-04 04:08:00,1
2016-12-04 04:24:00,1
2016-12-04 04:25:00,1
2016-12-04 04:26:00,1
2016-12-04 04:27:00,1
2016-12-04 04:29:00,1
2016-12-04 04:30:00,1
2016-12-04 04:31:00,1
2016-12-04 04:32:00,1
2016-12-04 04:34:00,1
2016-12-04 04:35:00,1
2016-12-04 04:37:00,1
2016-12-04 04:55:00,1
2016-12-04 04:56:00,1
2016-12-04 04:57:00,1
2016-12-04 04:58:00,1
2016-12-04 05:00:00,1
2016-12-04 05:04:00,1
2016-12-04 05:09:00,1
2016-12-04 05:12:00,1
2016-12-04 05:14:00,1
2016-12-04 05:27:00,1
2016-12-04 05:28:00,1
