50,select #
2016-12-04 00:00:00,1
2016-12-04 00:01:00,1
2016-12-04 00:08:00,1
2016-12-04 00:09:00,1
2016-12-04 00:12:00,1
2016-12-04 00:15:00,1
2016-12-04 00:37:00,1
2016-12-04 00:47:00,1
2016-12-04 00:53:00,1
2016-12-04 00:58:00,1
2016-12-04 01:25:00,1
2016-12-04 01:28:00,1
2016-12-04 01:30:00,1
2016-12-04 01:33:00,1
2016-12-04 01:35:00,1
2016-12-04 01:38:00,1
2016-12-04 02:53:00,1
2016-12-04 03:09:00,1
2016-12-04 03:26:00,1
2016-12-04 03:38:00,1
2016-12-04 04:09:00,1
2016-12-04 04:10:00,1
2016-12-04 04:11:00,1
2016-12-04 04:13:00,1
2016-12-04 04:14:00,1
2016-12-04 04:15:00,1
2016-12-04 04:16:00,1
2016-12-04 04:18:00,1
2016-12-04 04:19:00,1
2016-12-04 04:20:00,1
2016-12-04 04:21:00,1
2016-12-04 04:23:00,1
2016-12-04 04:39:00,1
2016-12-04 04:40:00,1
2016-12-04 04:41:00,1
2016-12-04 04:42:00,1
2016-12-04 04:44:00,1
2016-12-04 04:45:00,1
2016-12-04 04:46:00,1
2016-12-04 04:47:00,1
2016-12-04 04:49:00,1
2016-12-04 04:50:00,1
2016-12-04 04:51:00,1
2016-12-04 04:52:00,1
2016-12-04 05:01:00,1
2016-12-04 05:07:00,1
2016-12-04 05:11:00,1
2016-12-04 05:21:00,1
2016-12-04 05:26:00,1
2016-12-04 05:28:00,1
