52,select #
2017-01-21 00:07:00,1
2017-01-21 00:09:00,1
2017-01-21 00:19:00,1
2017-01-21 00:36:00,1
2017-01-21 00:43:00,1
2017-01-21 00:48:00,1
2017-01-21 01:02:00,1
2017-01-21 01:18:00,1
2017-01-21 01:20:00,1
2017-01-21 01:21:00,1
2017-01-21 01:28:00,1
2017-01-21 01:31:00,1
2017-01-21 01:51:00,1
2017-01-21 01:54:00,1
2017-01-21 01:56:00,1
2017-01-21 01:58:00,1
2017-01-21 01:59:00,1
2017-01-21 02:06:00,1
2017-01-21 02:13:00,1
2017-01-21 02:20:00,1
2017-01-21 02:24:00,1
2017-01-21 02:27:00,1
2017-01-21 02:28:00,1
2017-01-21 02:39:00,1
2017-01-21 02:44:00,1
2017-01-21 02:47:00,1
2017-01-21 02:52:00,1
2017-01-21 02:58:00,1
2017-01-21 03:01:00,1
2017-01-21 03:04:00,1
2017-01-21 03:11:00,1
2017-01-21 03:14:00,1
2017-01-21 03:17:00,1
2017-01-21 03:18:00,1
2017-01-21 03:20:00,1
2017-01-21 03:23:00,1
2017-01-21 03:33:00,1
2017-01-21 03:36:00,1
2017-01-21 03:58:00,1
2017-01-21 04:02:00,1
2017-01-21 04:32:00,1
2017-01-21 04:34:00,1
2017-01-21 04:36:00,1
2017-01-21 04:37:00,1
2017-01-21 04:48:00,1
2017-01-21 04:50:00,1
2017-01-21 04:52:00,1
2017-01-21 05:18:00,1
2017-01-21 05:24:00,1
2017-01-21 05:31:00,1
2017-01-21 05:37:00,1
2017-01-21 05:40:00,1
