59,SELECT DISTINCT agency_timezone FROM m.agency WHERE agency_id = $#
2017-01-05 00:01:00,1
2017-01-05 00:05:00,1
2017-01-05 00:13:00,1
2017-01-05 00:21:00,1
2017-01-05 00:46:00,1
2017-01-05 00:47:00,1
2017-01-05 00:49:00,1
2017-01-05 00:51:00,1
2017-01-05 01:01:00,1
2017-01-05 01:03:00,1
2017-01-05 01:08:00,1
2017-01-05 01:10:00,1
2017-01-05 01:15:00,1
2017-01-05 01:18:00,1
2017-01-05 01:24:00,1
2017-01-05 01:26:00,1
2017-01-05 01:37:00,1
2017-01-05 01:39:00,1
2017-01-05 01:42:00,1
2017-01-05 01:43:00,1
2017-01-05 01:48:00,1
2017-01-05 01:59:00,1
2017-01-05 02:03:00,1
2017-01-05 02:08:00,1
2017-01-05 02:13:00,1
2017-01-05 02:15:00,1
2017-01-05 02:17:00,1
2017-01-05 02:25:00,1
2017-01-05 02:28:00,1
2017-01-05 02:39:00,1
2017-01-05 02:45:00,1
2017-01-05 02:47:00,1
2017-01-05 02:51:00,1
2017-01-05 02:52:00,1
2017-01-05 02:59:00,1
2017-01-05 03:01:00,1
2017-01-05 03:08:00,1
2017-01-05 03:10:00,1
2017-01-05 03:18:00,1
2017-01-05 03:24:00,1
2017-01-05 03:27:00,1
2017-01-05 03:51:00,1
2017-01-05 03:57:00,1
2017-01-05 04:00:00,1
2017-01-05 04:04:00,1
2017-01-05 04:05:00,1
2017-01-05 04:10:00,1
2017-01-05 04:11:00,1
2017-01-05 04:16:00,1
2017-01-05 04:20:00,1
2017-01-05 04:31:00,1
2017-01-05 04:35:00,1
2017-01-05 04:46:00,1
2017-01-05 04:53:00,1
2017-01-05 05:03:00,1
2017-01-05 05:05:00,1
2017-01-05 05:20:00,1
2017-01-05 05:23:00,1
2017-01-05 05:25:00,1
