100,SELECT DISTINCT agency_timezone FROM m.agency WHERE agency_id = $#
2017-01-14 00:02:00,1
2017-01-14 00:03:00,1
2017-01-14 00:06:00,1
2017-01-14 00:12:00,1
2017-01-14 00:13:00,1
2017-01-14 00:15:00,1
2017-01-14 00:16:00,1
2017-01-14 00:19:00,1
2017-01-14 00:23:00,1
2017-01-14 00:27:00,1
2017-01-14 00:36:00,1
2017-01-14 00:38:00,1
2017-01-14 00:46:00,1
2017-01-14 00:48:00,1
2017-01-14 00:51:00,1
2017-01-14 00:52:00,1
2017-01-14 00:56:00,1
2017-01-14 00:58:00,1
2017-01-14 01:35:00,1
2017-01-14 01:36:00,1
2017-01-14 01:37:00,1
2017-01-14 01:38:00,1
2017-01-14 01:46:00,1
2017-01-14 01:47:00,1
2017-01-14 01:48:00,1
2017-01-14 01:50:00,1
2017-01-14 01:51:00,1
2017-01-14 01:52:00,1
2017-01-14 01:56:00,1
2017-01-14 01:57:00,1
2017-01-14 01:58:00,1
2017-01-14 02:00:00,1
2017-01-14 02:01:00,1
2017-01-14 02:02:00,1
2017-01-14 02:04:00,1
2017-01-14 02:05:00,1
2017-01-14 02:10:00,1
2017-01-14 02:12:00,1
2017-01-14 02:14:00,1
2017-01-14 02:15:00,1
2017-01-14 02:16:00,1
2017-01-14 02:17:00,1
2017-01-14 02:18:00,1
2017-01-14 02:19:00,1
2017-01-14 02:21:00,1
2017-01-14 02:22:00,1
2017-01-14 02:23:00,1
2017-01-14 02:54:00,1
2017-01-14 02:55:00,1
2017-01-14 02:56:00,1
2017-01-14 02:58:00,1
2017-01-14 03:04:00,1
2017-01-14 03:06:00,1
2017-01-14 03:12:00,1
2017-01-14 03:14:00,1
2017-01-14 03:16:00,1
2017-01-14 03:17:00,1
2017-01-14 03:18:00,1
2017-01-14 03:20:00,1
2017-01-14 03:21:00,1
2017-01-14 03:22:00,1
2017-01-14 03:24:00,1
2017-01-14 03:39:00,1
2017-01-14 03:40:00,1
2017-01-14 03:42:00,1
2017-01-14 03:43:00,1
2017-01-14 03:44:00,1
2017-01-14 03:45:00,1
2017-01-14 03:47:00,1
2017-01-14 03:48:00,1
2017-01-14 03:50:00,1
2017-01-14 03:52:00,1
2017-01-14 03:53:00,1
2017-01-14 04:17:00,1
2017-01-14 04:19:00,1
2017-01-14 04:20:00,1
2017-01-14 04:21:00,1
2017-01-14 04:23:00,1
2017-01-14 04:28:00,1
2017-01-14 04:29:00,1
2017-01-14 04:31:00,1
2017-01-14 04:32:00,1
2017-01-14 04:33:00,1
2017-01-14 04:34:00,1
2017-01-14 04:40:00,1
2017-01-14 04:42:00,1
2017-01-14 04:43:00,1
2017-01-14 04:44:00,1
2017-01-14 04:46:00,1
2017-01-14 04:47:00,1
2017-01-14 04:48:00,1
2017-01-14 04:49:00,1
2017-01-14 04:52:00,1
2017-01-14 04:54:00,1
2017-01-14 04:57:00,1
2017-01-14 04:59:00,1
2017-01-14 05:02:00,1
2017-01-14 05:06:00,1
2017-01-14 05:14:00,1
2017-01-14 05:16:00,1
