58,select #
2017-01-14 00:00:00,1
2017-01-14 00:04:00,1
2017-01-14 00:08:00,1
2017-01-14 00:10:00,1
2017-01-14 00:14:00,1
2017-01-14 00:18:00,1
2017-01-14 00:20:00,1
2017-01-14 00:21:00,1
2017-01-14 00:30:00,1
2017-01-14 00:32:00,1
2017-01-14 00:33:00,1
2017-01-14 00:34:00,1
2017-01-14 01:01:00,1
2017-01-14 01:03:00,1
2017-01-14 01:09:00,1
2017-01-14 01:11:00,1
2017-01-14 01:13:00,1
2017-01-14 01:24:00,1
2017-01-14 02:24:00,1
2017-01-14 02:39:00,1
2017-01-14 02:40:00,1
2017-01-14 02:42:00,1
2017-01-14 02:43:00,1
2017-01-14 02:44:00,1
2017-01-14 02:45:00,1
2017-01-14 02:47:00,1
2017-01-14 02:48:00,1
2017-01-14 02:49:00,1
2017-01-14 02:50:00,1
2017-01-14 02:52:00,1
2017-01-14 02:53:00,1
2017-01-14 02:59:00,1
2017-01-14 03:00:00,1
2017-01-14 03:09:00,1
2017-01-14 03:10:00,2
2017-01-14 03:11:00,1
2017-01-14 03:13:00,1
2017-01-14 03:54:00,1
2017-01-14 04:09:00,1
2017-01-14 04:10:00,1
2017-01-14 04:11:00,1
2017-01-14 04:13:00,1
2017-01-14 04:14:00,1
2017-01-14 04:15:00,1
2017-01-14 04:16:00,1
2017-01-14 04:24:00,1
2017-01-14 04:26:00,1
2017-01-14 04:27:00,1
2017-01-14 04:35:00,1
2017-01-14 04:36:00,1
2017-01-14 04:38:00,1
2017-01-14 04:51:00,1
2017-01-14 04:53:00,1
2017-01-14 05:07:00,1
2017-01-14 05:09:00,1
2017-01-14 05:12:00,1
2017-01-14 05:15:00,1
