76,SELECT DISTINCT agency_timezone FROM m.agency WHERE agency_id = $#
2017-01-01 00:00:00,1
2017-01-01 00:02:00,1
2017-01-01 00:03:00,1
2017-01-01 00:09:00,1
2017-01-01 00:12:00,1
2017-01-01 00:15:00,1
2017-01-01 00:17:00,1
2017-01-01 00:20:00,1
2017-01-01 00:25:00,1
2017-01-01 00:33:00,1
2017-01-01 00:44:00,1
2017-01-01 00:45:00,1
2017-01-01 00:47:00,1
2017-01-01 00:58:00,1
2017-01-01 01:03:00,1
2017-01-01 01:10:00,1
2017-01-01 01:12:00,1
2017-01-01 01:15:00,1
2017-01-01 01:26:00,1
2017-01-01 01:29:00,1
2017-01-01 01:33:00,1
2017-01-01 01:38:00,1
2017-01-01 01:48:00,1
2017-01-01 01:51:00,1
2017-01-01 01:59:00,1
2017-01-01 02:01:00,1
2017-01-01 02:04:00,1
2017-01-01 02:09:00,1
2017-01-01 02:15:00,1
2017-01-01 02:22:00,1
2017-01-01 02:38:00,1
2017-01-01 02:50:00,1
2017-01-01 02:57:00,1
2017-01-01 03:00:00,1
2017-01-01 03:10:00,1
2017-01-01 03:11:00,1
2017-01-01 03:17:00,1
2017-01-01 03:21:00,1
2017-01-01 03:26:00,1
2017-01-01 03:28:00,1
2017-01-01 03:34:00,1
2017-01-01 03:36:00,1
2017-01-01 03:51:00,1
2017-01-01 03:57:00,1
2017-01-01 03:58:00,1
2017-01-01 04:00:00,1
2017-01-01 04:02:00,1
2017-01-01 04:04:00,1
2017-01-01 04:06:00,1
2017-01-01 04:07:00,1
2017-01-01 04:10:00,1
2017-01-01 04:20:00,1
2017-01-01 04:27:00,1
2017-01-01 04:30:00,1
2017-01-01 04:35:00,1
2017-01-01 04:37:00,1
2017-01-01 04:42:00,1
2017-01-01 04:51:00,1
2017-01-01 04:57:00,1
2017-01-01 05:02:00,2
2017-01-01 05:04:00,1
2017-01-01 05:05:00,1
2017-01-01 05:06:00,1
2017-01-01 05:13:00,1
2017-01-01 05:16:00,1
2017-01-01 05:18:00,1
2017-01-01 05:22:00,1
2017-01-01 05:25:00,1
2017-01-01 05:27:00,1
2017-01-01 05:29:00,1
2017-01-01 05:31:00,1
2017-01-01 05:35:00,2
2017-01-01 05:45:00,1
2017-01-01 05:49:00,1
