116,"select st.trip_id, st.stop_sequence, st.estimate_source, st.fullness, st.departure_time_hour, st.departure_time_minute, s.stop_lat, s.stop_lon, t.direction_id, t.route_id, r.route_short_name from m.stop AS s RIGHT JOIN m.stop_time AS st  ON st.agency_id = s.agency_id AND st.stop_id = s.stop_id LEFT JOIN m.trip AS t ON t.agency_id = st.agency_id AND t.trip_id = st.trip_id LEFT JOIN m.route AS r ON t.agency_id = r.agency_id AND t.route_id = r.route_id WHERE st.estimate_source in ( @@@,  @@@) AND st.agency_id = $# AND (((departure_time_hour * # + departure_time_minute) >= ($#-#)  AND (departure_time_hour * # + departure_time_minute) <= ($#+#)) OR ((departure_time_hour * # + departure_time_minute) >= ($#-#)  AND (departure_time_hour * # + departure_time_minute) <= ($#+#)))  order by st.stop_sequence"
2016-12-23 00:02:00,1
2016-12-23 00:04:00,1
2016-12-23 00:05:00,1
2016-12-23 00:09:00,1
2016-12-23 00:11:00,1
2016-12-23 00:18:00,1
2016-12-23 00:21:00,1
2016-12-23 00:22:00,1
2016-12-23 00:30:00,1
2016-12-23 00:35:00,1
2016-12-23 00:36:00,1
2016-12-23 00:39:00,1
2016-12-23 00:40:00,1
2016-12-23 00:43:00,2
2016-12-23 00:46:00,1
2016-12-23 00:52:00,1
2016-12-23 00:53:00,1
2016-12-23 00:57:00,1
2016-12-23 00:59:00,1
2016-12-23 01:06:00,1
2016-12-23 01:07:00,1
2016-12-23 01:09:00,1
2016-12-23 01:11:00,1
2016-12-23 01:14:00,1
2016-12-23 01:17:00,1
2016-12-23 01:19:00,1
2016-12-23 01:21:00,1
2016-12-23 01:26:00,1
2016-12-23 01:28:00,1
2016-12-23 01:31:00,1
2016-12-23 01:33:00,1
2016-12-23 01:34:00,1
2016-12-23 01:36:00,1
2016-12-23 01:39:00,1
2016-12-23 01:40:00,1
2016-12-23 01:42:00,1
2016-12-23 01:45:00,1
2016-12-23 01:50:00,1
2016-12-23 01:52:00,1
2016-12-23 02:01:00,1
2016-12-23 02:08:00,1
2016-12-23 02:12:00,1
2016-12-23 02:13:00,1
2016-12-23 02:15:00,1
2016-12-23 02:16:00,1
2016-12-23 02:17:00,1
2016-12-23 02:19:00,1
2016-12-23 02:20:00,1
2016-12-23 02:21:00,1
2016-12-23 02:22:00,1
2016-12-23 02:24:00,1
2016-12-23 02:26:00,1
2016-12-23 02:27:00,1
2016-12-23 02:28:00,1
2016-12-23 02:29:00,1
2016-12-23 02:31:00,1
2016-12-23 02:32:00,1
2016-12-23 02:33:00,1
2016-12-23 02:34:00,1
2016-12-23 02:36:00,1
2016-12-23 02:37:00,1
2016-12-23 02:39:00,1
2016-12-23 02:40:00,1
2016-12-23 02:42:00,1
2016-12-23 02:43:00,1
2016-12-23 02:54:00,1
2016-12-23 03:01:00,1
2016-12-23 03:02:00,1
2016-12-23 03:03:00,1
2016-12-23 03:05:00,1
2016-12-23 03:08:00,1
2016-12-23 03:09:00,1
2016-12-23 03:11:00,1
2016-12-23 03:12:00,1
2016-12-23 03:13:00,1
2016-12-23 03:15:00,1
2016-12-23 03:16:00,1
2016-12-23 03:17:00,1
2016-12-23 03:18:00,1
2016-12-23 03:20:00,1
2016-12-23 03:21:00,1
2016-12-23 03:24:00,1
2016-12-23 03:26:00,1
2016-12-23 03:27:00,1
2016-12-23 03:28:00,1
2016-12-23 03:29:00,1
2016-12-23 03:31:00,1
2016-12-23 03:32:00,1
2016-12-23 03:33:00,1
2016-12-23 03:54:00,1
2016-12-23 03:55:00,1
2016-12-23 03:57:00,1
2016-12-23 04:00:00,1
2016-12-23 04:02:00,1
2016-12-23 04:05:00,1
2016-12-23 04:07:00,1
2016-12-23 04:09:00,1
2016-12-23 04:16:00,1
2016-12-23 04:18:00,1
2016-12-23 04:19:00,1
2016-12-23 04:20:00,1
2016-12-23 04:21:00,1
2016-12-23 04:22:00,1
2016-12-23 04:24:00,1
2016-12-23 04:26:00,1
2016-12-23 04:27:00,1
2016-12-23 04:28:00,1
2016-12-23 04:31:00,1
2016-12-23 04:33:00,1
2016-12-23 04:36:00,1
2016-12-23 04:39:00,1
2016-12-23 04:42:00,1
2016-12-23 04:46:00,1
2016-12-23 04:50:00,1
2016-12-23 05:01:00,1
