56,select #
2016-12-23 00:00:00,1
2016-12-23 00:01:00,1
2016-12-23 00:08:00,1
2016-12-23 00:10:00,1
2016-12-23 00:13:00,1
2016-12-23 00:14:00,1
2016-12-23 00:16:00,1
2016-12-23 00:17:00,1
2016-12-23 00:23:00,1
2016-12-23 00:33:00,1
2016-12-23 00:34:00,1
2016-12-23 00:41:00,1
2016-12-23 00:47:00,1
2016-12-23 00:48:00,1
2016-12-23 00:55:00,1
2016-12-23 00:56:00,1
2016-12-23 01:00:00,1
2016-12-23 01:01:00,1
2016-12-23 01:02:00,1
2016-12-23 01:08:00,1
2016-12-23 01:10:00,1
2016-12-23 01:24:00,1
2016-12-23 01:25:00,1
2016-12-23 01:27:00,1
2016-12-23 01:30:00,1
2016-12-23 01:41:00,1
2016-12-23 01:47:00,1
2016-12-23 01:49:00,1
2016-12-23 01:51:00,1
2016-12-23 02:38:00,1
2016-12-23 02:44:00,1
2016-12-23 02:45:00,1
2016-12-23 02:46:00,1
2016-12-23 02:48:00,1
2016-12-23 02:49:00,1
2016-12-23 02:50:00,1
2016-12-23 03:06:00,1
2016-12-23 03:07:00,1
2016-12-23 03:22:00,1
2016-12-23 03:38:00,1
2016-12-23 03:39:00,1
2016-12-23 03:40:00,1
2016-12-23 03:56:00,1
2016-12-23 03:59:00,1
2016-12-23 04:01:00,1
2016-12-23 04:04:00,1
2016-12-23 04:06:00,1
2016-12-23 04:29:00,1
2016-12-23 04:32:00,1
2016-12-23 04:34:00,1
2016-12-23 04:37:00,1
2016-12-23 04:47:00,1
2016-12-23 04:48:00,1
2016-12-23 04:49:00,1
2016-12-23 04:52:00,1
2016-12-23 04:53:00,1
