102,SELECT DISTINCT agency_timezone FROM m.agency WHERE agency_id = $#
2016-12-18 00:02:00,1
2016-12-18 00:05:00,1
2016-12-18 00:06:00,1
2016-12-18 00:07:00,1
2016-12-18 00:10:00,1
2016-12-18 00:11:00,1
2016-12-18 00:12:00,1
2016-12-18 00:14:00,1
2016-12-18 00:19:00,1
2016-12-18 00:23:00,1
2016-12-18 00:27:00,1
2016-12-18 00:28:00,1
2016-12-18 00:31:00,1
2016-12-18 00:32:00,1
2016-12-18 00:35:00,1
2016-12-18 00:39:00,1
2016-12-18 00:40:00,1
2016-12-18 00:44:00,1
2016-12-18 00:46:00,1
2016-12-18 00:49:00,1
2016-12-18 00:50:00,1
2016-12-18 00:53:00,1
2016-12-18 00:54:00,1
2016-12-18 00:55:00,1
2016-12-18 00:59:00,1
2016-12-18 01:03:00,1
2016-12-18 01:04:00,1
2016-12-18 01:05:00,1
2016-12-18 01:08:00,1
2016-12-18 01:09:00,1
2016-12-18 01:10:00,1
2016-12-18 01:12:00,1
2016-12-18 01:19:00,1
2016-12-18 01:22:00,1
2016-12-18 01:23:00,1
2016-12-18 01:45:00,1
2016-12-18 01:46:00,1
2016-12-18 01:53:00,1
2016-12-18 01:57:00,1
2016-12-18 02:03:00,1
2016-12-18 02:07:00,1
2016-12-18 02:10:00,1
2016-12-18 02:14:00,1
2016-12-18 02:16:00,1
2016-12-18 02:19:00,1
2016-12-18 02:21:00,1
2016-12-18 02:24:00,1
2016-12-18 02:25:00,1
2016-12-18 02:41:00,1
2016-12-18 02:52:00,1
2016-12-18 02:58:00,1
2016-12-18 02:59:00,1
2016-12-18 03:12:00,1
2016-12-18 03:13:00,1
2016-12-18 03:15:00,1
2016-12-18 03:17:00,1
2016-12-18 03:18:00,1
2016-12-18 03:20:00,1
2016-12-18 03:21:00,1
2016-12-18 03:22:00,1
2016-12-18 03:23:00,1
2016-12-18 03:26:00,1
2016-12-18 03:42:00,1
2016-12-18 03:43:00,1
2016-12-18 03:44:00,1
2016-12-18 03:46:00,1
2016-12-18 03:47:00,1
2016-12-18 03:48:00,1
2016-12-18 03:49:00,1
2016-12-18 03:51:00,1
2016-12-18 04:09:00,1
2016-12-18 04:42:00,1
2016-12-18 04:43:00,1
2016-12-18 04:44:00,1
2016-12-18 04:45:00,1
2016-12-18 04:47:00,1
2016-12-18 04:48:00,1
2016-12-18 04:49:00,1
2016-12-18 04:50:00,1
2016-12-18 04:52:00,1
2016-12-18 04:53:00,1
2016-12-18 04:54:00,1
2016-12-18 04:55:00,1
2016-12-18 04:58:00,1
2016-12-18 05:02:00,1
2016-12-18 05:08:00,1
2016-12-18 05:09:00,1
2016-12-18 05:14:00,1
2016-12-18 05:15:00,1
2016-12-18 05:16:00,1
2016-12-18 05:18:00,1
2016-12-18 05:20:00,1
2016-12-18 05:30:00,1
2016-12-18 05:32:00,1
2016-12-18 05:36:00,1
2016-12-18 05:41:00,1
2016-12-18 05:43:00,1
2016-12-18 05:44:00,2
2016-12-18 05:45:00,1
2016-12-18 05:47:00,1
2016-12-18 05:53:00,1
