34,select #
2016-12-01 00:02:00,1
2016-12-01 00:12:00,1
2016-12-01 00:19:00,1
2016-12-01 00:24:00,1
2016-12-01 00:29:00,1
2016-12-01 00:36:00,1
2016-12-01 01:09:00,1
2016-12-01 01:46:00,1
2016-12-01 01:53:00,1
2016-12-01 02:08:00,1
2016-12-01 02:09:00,1
2016-12-01 02:12:00,1
2016-12-01 02:23:00,1
2016-12-01 02:27:00,1
2016-12-01 02:44:00,1
2016-12-01 02:49:00,1
2016-12-01 03:12:00,1
2016-12-01 03:17:00,1
2016-12-01 03:27:00,1
2016-12-01 03:32:00,1
2016-12-01 03:37:00,1
2016-12-01 03:43:00,1
2016-12-01 03:48:00,1
2016-12-01 03:57:00,1
2016-12-01 03:59:00,1
2016-12-01 04:06:00,1
2016-12-01 04:08:00,1
2016-12-01 04:26:00,1
2016-12-01 04:38:00,1
2016-12-01 04:49:00,1
2016-12-01 05:06:00,1
2016-12-01 05:09:00,1
2016-12-01 05:16:00,1
2016-12-01 05:27:00,1
