103,SELECT DISTINCT agency_timezone FROM m.agency WHERE agency_id = $#
2016-12-01 00:01:00,1
2016-12-01 00:04:00,1
2016-12-01 00:06:00,1
2016-12-01 00:14:00,1
2016-12-01 00:16:00,1
2016-12-01 00:17:00,1
2016-12-01 00:21:00,1
2016-12-01 00:23:00,1
2016-12-01 00:27:00,1
2016-12-01 00:32:00,1
2016-12-01 00:40:00,1
2016-12-01 00:42:00,1
2016-12-01 00:43:00,1
2016-12-01 00:45:00,1
2016-12-01 00:46:00,1
2016-12-01 00:47:00,1
2016-12-01 00:50:00,1
2016-12-01 00:55:00,1
2016-12-01 01:03:00,1
2016-12-01 01:06:00,1
2016-12-01 01:07:00,1
2016-12-01 01:12:00,1
2016-12-01 01:14:00,1
2016-12-01 01:18:00,1
2016-12-01 01:20:00,1
2016-12-01 01:22:00,1
2016-12-01 01:23:00,1
2016-12-01 01:26:00,1
2016-12-01 01:28:00,1
2016-12-01 01:29:00,1
2016-12-01 01:31:00,1
2016-12-01 01:35:00,1
2016-12-01 01:39:00,1
2016-12-01 01:42:00,1
2016-12-01 01:45:00,1
2016-12-01 01:49:00,1
2016-12-01 01:50:00,1
2016-12-01 01:52:00,1
2016-12-01 01:54:00,1
2016-12-01 02:00:00,1
2016-12-01 02:01:00,1
2016-12-01 02:06:00,1
2016-12-01 02:18:00,1
2016-12-01 02:19:00,1
2016-12-01 02:20:00,1
2016-12-01 02:24:00,1
2016-12-01 02:25:00,1
2016-12-01 02:29:00,1
2016-12-01 02:32:00,1
2016-12-01 02:35:00,1
2016-12-01 02:38:00,1
2016-12-01 02:40:00,1
2016-12-01 02:45:00,1
2016-12-01 02:46:00,1
2016-12-01 02:51:00,1
2016-12-01 02:54:00,1
2016-12-01 02:57:00,1
2016-12-01 03:01:00,1
2016-12-01 03:04:00,1
2016-12-01 03:06:00,1
2016-12-01 03:09:00,1
2016-12-01 03:13:00,1
2016-12-01 03:15:00,1
2016-12-01 03:20:00,1
2016-12-01 03:22:00,1
2016-12-01 03:28:00,1
2016-12-01 03:35:00,1
2016-12-01 03:40:00,1
2016-12-01 03:44:00,1
2016-12-01 03:46:00,1
2016-12-01 03:51:00,1
2016-12-01 03:53:00,1
2016-12-01 03:58:00,1
2016-12-01 04:02:00,1
2016-12-01 04:04:00,1
2016-12-01 04:07:00,1
2016-12-01 04:09:00,1
2016-12-01 04:11:00,1
2016-12-01 04:13:00,1
2016-12-01 04:16:00,1
2016-12-01 04:18:00,1
2016-12-01 04:21:00,1
2016-12-01 04:28:00,1
2016-12-01 04:30:00,1
2016-12-01 04:32:00,1
2016-12-01 04:39:00,1
2016-12-01 04:43:00,1
2016-12-01 04:45:00,1
2016-12-01 04:47:00,1
2016-12-01 04:50:00,1
2016-12-01 04:58:00,1
2016-12-01 04:59:00,1
2016-12-01 05:00:00,1
2016-12-01 05:02:00,1
2016-12-01 05:03:00,1
2016-12-01 05:07:00,1
2016-12-01 05:14:00,1
2016-12-01 05:15:00,1
2016-12-01 05:19:00,1
2016-12-01 05:20:00,1
2016-12-01 05:24:00,1
2016-12-01 05:25:00,1
2016-12-01 05:31:00,1
