111,SELECT DISTINCT agency_timezone FROM m.agency WHERE agency_id = $#
2016-11-30 00:00:00,1
2016-11-30 00:03:00,1
2016-11-30 00:05:00,1
2016-11-30 00:10:00,1
2016-11-30 00:11:00,1
2016-11-30 00:13:00,1
2016-11-30 00:15:00,1
2016-11-30 00:20:00,1
2016-11-30 00:24:00,1
2016-11-30 00:25:00,1
2016-11-30 00:34:00,1
2016-11-30 00:37:00,1
2016-11-30 00:39:00,1
2016-11-30 00:41:00,1
2016-11-30 00:44:00,1
2016-11-30 00:45:00,1
2016-11-30 00:50:00,1
2016-11-30 00:51:00,1
2016-11-30 01:01:00,1
2016-11-30 01:02:00,1
2016-11-30 01:03:00,1
2016-11-30 01:06:00,1
2016-11-30 01:13:00,1
2016-11-30 01:17:00,1
2016-11-30 01:21:00,1
2016-11-30 01:22:00,1
2016-11-30 01:23:00,1
2016-11-30 01:29:00,1
2016-11-30 01:33:00,1
2016-11-30 01:36:00,1
2016-11-30 01:37:00,1
2016-11-30 01:38:00,1
2016-11-30 01:49:00,1
2016-11-30 01:50:00,1
2016-11-30 01:52:00,1
2016-11-30 01:55:00,1
2016-11-30 02:00:00,1
2016-11-30 02:02:00,1
2016-11-30 02:08:00,1
2016-11-30 02:11:00,1
2016-11-30 02:14:00,1
2016-11-30 02:18:00,1
2016-11-30 02:20:00,1
2016-11-30 02:21:00,1
2016-11-30 02:24:00,1
2016-11-30 02:27:00,1
2016-11-30 02:31:00,1
2016-11-30 02:33:00,1
2016-11-30 02:34:00,1
2016-11-30 02:37:00,1
2016-11-30 02:39:00,1
2016-11-30 02:40:00,1
2016-11-30 02:42:00,1
2016-11-30 02:44:00,1
2016-11-30 02:46:00,1
2016-11-30 02:47:00,1
2016-11-30 02:50:00,1
2016-11-30 02:55:00,1
2016-11-30 02:56:00,1
2016-11-30 02:59:00,1
2016-11-30 03:00:00,1
2016-11-30 03:03:00,1
2016-11-30 03:04:00,1
2016-11-30 03:07:00,1
2016-11-30 03:09:00,1
2016-11-30 03:10:00,1
2016-11-30 03:13:00,1
2016-11-30 03:16:00,1
2016-11-30 03:17:00,1
2016-11-30 03:20:00,1
2016-11-30 03:29:00,1
2016-11-30 03:31:00,1
2016-11-30 03:33:00,1
2016-11-30 03:39:00,1
2016-11-30 03:42:00,1
2016-11-30 03:46:00,1
2016-11-30 03:47:00,1
2016-11-30 03:51:00,1
2016-11-30 03:52:00,1
2016-11-30 03:58:00,1
2016-11-30 04:02:00,1
2016-11-30 04:05:00,1
2016-11-30 04:07:00,1
2016-11-30 04:11:00,2
2016-11-30 04:13:00,1
2016-11-30 04:15:00,1
2016-11-30 04:17:00,1
2016-11-30 04:21:00,1
2016-11-30 04:23:00,1
2016-11-30 04:27:00,1
2016-11-30 04:28:00,1
2016-11-30 04:29:00,1
2016-11-30 04:35:00,1
2016-11-30 04:43:00,1
2016-11-30 04:50:00,1
2016-11-30 04:53:00,1
2016-11-30 04:56:00,2
2016-11-30 04:59:00,1
2016-11-30 05:01:00,1
2016-11-30 05:04:00,1
2016-11-30 05:05:00,1
2016-11-30 05:07:00,1
2016-11-30 05:11:00,1
2016-11-30 05:13:00,2
2016-11-30 05:17:00,1
2016-11-30 05:19:00,1
2016-11-30 05:20:00,1
2016-11-30 05:23:00,1
