54,select #
2016-12-05 00:01:00,1
2016-12-05 00:08:00,1
2016-12-05 00:10:00,1
2016-12-05 00:14:00,1
2016-12-05 00:24:00,1
2016-12-05 01:08:00,1
2016-12-05 01:10:00,1
2016-12-05 01:11:00,1
2016-12-05 01:12:00,1
2016-12-05 01:13:00,1
2016-12-05 01:15:00,1
2016-12-05 01:16:00,1
2016-12-05 01:17:00,1
2016-12-05 01:18:00,1
2016-12-05 01:20:00,1
2016-12-05 01:21:00,1
2016-12-05 01:22:00,1
2016-12-05 01:28:00,1
2016-12-05 01:30:00,1
2016-12-05 01:31:00,1
2016-12-05 01:32:00,1
2016-12-05 01:33:00,1
2016-12-05 01:35:00,1
2016-12-05 01:36:00,1
2016-12-05 01:37:00,1
2016-12-05 01:55:00,1
2016-12-05 02:07:00,1
2016-12-05 02:10:00,1
2016-12-05 02:12:00,1
2016-12-05 02:26:00,1
2016-12-05 02:28:00,1
2016-12-05 02:31:00,1
2016-12-05 02:32:00,1
2016-12-05 02:33:00,1
2016-12-05 02:35:00,1
2016-12-05 02:36:00,1
2016-12-05 02:37:00,1
2016-12-05 02:53:00,1
2016-12-05 03:12:00,1
2016-12-05 03:14:00,1
2016-12-05 03:17:00,1
2016-12-05 03:19:00,1
2016-12-05 03:54:00,1
2016-12-05 04:10:00,1
2016-12-05 04:11:00,1
2016-12-05 04:12:00,1
2016-12-05 04:14:00,1
2016-12-05 04:27:00,1
2016-12-05 04:28:00,1
2016-12-05 04:30:00,1
2016-12-05 04:34:00,1
2016-12-05 04:36:00,1
2016-12-05 04:41:00,1
2016-12-05 04:53:00,1
