36,select #
2017-01-01 00:35:00,1
2017-01-01 00:37:00,1
2017-01-01 00:53:00,1
2017-01-01 01:01:00,1
2017-01-01 01:02:00,1
2017-01-01 01:03:00,1
2017-01-01 01:23:00,1
2017-01-01 01:54:00,1
2017-01-01 01:58:00,1
2017-01-01 02:01:00,1
2017-01-01 02:03:00,1
2017-01-01 02:06:00,1
2017-01-01 02:38:00,1
2017-01-01 02:44:00,1
2017-01-01 02:47:00,1
2017-01-01 02:49:00,1
2017-01-01 02:52:00,1
2017-01-01 03:33:00,1
2017-01-01 03:36:00,1
2017-01-01 04:00:00,1
2017-01-01 04:01:00,1
2017-01-01 04:03:00,1
2017-01-01 04:04:00,1
2017-01-01 04:05:00,1
2017-01-01 04:08:00,1
2017-01-01 04:41:00,1
2017-01-01 04:43:00,1
2017-01-01 04:46:00,1
2017-01-01 04:48:00,1
2017-01-01 04:51:00,1
2017-01-01 05:02:00,1
2017-01-01 05:07:00,1
2017-01-01 05:18:00,1
2017-01-01 05:23:00,1
2017-01-01 05:30:00,1
2017-01-01 05:33:00,1
