14,"INSERT INTO m.avl  (agency_id, trip_id, route_id, avl_lat, avl_lon, vehicle_id, destination_id, avl_time_hour, avl_time_minute, avl_date, route_short_name, block_ref) VALUES (#, @@@, @@@,#,#,#,#,#,#,&&&, @@@, @@@)"
2017-01-15 05:05:00,1
2017-01-15 05:13:00,1
2017-01-15 05:20:00,1
2017-01-15 05:23:00,1
2017-01-15 05:26:00,1
2017-01-15 05:28:00,1
2017-01-15 05:33:00,1
2017-01-15 05:36:00,1
2017-01-15 05:41:00,1
2017-01-15 05:44:00,1
2017-01-15 05:46:00,1
2017-01-15 05:49:00,1
2017-01-15 05:54:00,1
2017-01-15 05:57:00,1
