72,SELECT DISTINCT agency_timezone FROM m.agency WHERE agency_id = $#
2017-01-15 00:01:00,1
2017-01-15 00:03:00,1
2017-01-15 00:06:00,1
2017-01-15 00:17:00,1
2017-01-15 00:20:00,1
2017-01-15 00:36:00,1
2017-01-15 00:41:00,1
2017-01-15 00:44:00,1
2017-01-15 00:45:00,1
2017-01-15 00:47:00,1
2017-01-15 00:53:00,1
2017-01-15 00:54:00,1
2017-01-15 01:00:00,1
2017-01-15 01:01:00,1
2017-01-15 01:04:00,1
2017-01-15 01:07:00,1
2017-01-15 01:13:00,1
2017-01-15 01:18:00,1
2017-01-15 01:23:00,1
2017-01-15 01:24:00,1
2017-01-15 01:26:00,1
2017-01-15 01:27:00,1
2017-01-15 01:34:00,1
2017-01-15 01:40:00,1
2017-01-15 01:42:00,1
2017-01-15 01:52:00,1
2017-01-15 01:58:00,1
2017-01-15 02:06:00,1
2017-01-15 02:20:00,1
2017-01-15 02:22:00,1
2017-01-15 02:25:00,1
2017-01-15 02:29:00,1
2017-01-15 02:48:00,1
2017-01-15 02:51:00,1
2017-01-15 02:55:00,1
2017-01-15 03:01:00,1
2017-01-15 03:07:00,1
2017-01-15 03:10:00,1
2017-01-15 03:12:00,1
2017-01-15 03:22:00,1
2017-01-15 03:27:00,1
2017-01-15 03:34:00,1
2017-01-15 03:41:00,1
2017-01-15 03:42:00,1
2017-01-15 03:57:00,1
2017-01-15 04:02:00,1
2017-01-15 04:06:00,1
2017-01-15 04:07:00,1
2017-01-15 04:09:00,1
2017-01-15 04:13:00,1
2017-01-15 04:23:00,1
2017-01-15 04:25:00,1
2017-01-15 04:27:00,1
2017-01-15 04:30:00,1
2017-01-15 04:44:00,1
2017-01-15 04:46:00,1
2017-01-15 04:54:00,1
2017-01-15 05:04:00,1
2017-01-15 05:06:00,1
2017-01-15 05:08:00,1
2017-01-15 05:10:00,1
2017-01-15 05:15:00,1
2017-01-15 05:21:00,1
2017-01-15 05:28:00,1
2017-01-15 05:29:00,1
2017-01-15 05:34:00,1
2017-01-15 05:35:00,1
2017-01-15 05:37:00,1
2017-01-15 05:38:00,1
2017-01-15 05:40:00,1
2017-01-15 05:51:00,1
2017-01-15 05:53:00,1
