92,SELECT DISTINCT agency_timezone FROM m.agency WHERE agency_id = $#
2017-01-02 00:09:00,1
2017-01-02 00:10:00,1
2017-01-02 00:11:00,1
2017-01-02 00:12:00,1
2017-01-02 00:14:00,1
2017-01-02 00:15:00,1
2017-01-02 00:16:00,1
2017-01-02 00:17:00,1
2017-01-02 00:19:00,1
2017-01-02 00:20:00,1
2017-01-02 00:21:00,1
2017-01-02 00:22:00,1
2017-01-02 00:25:00,1
2017-01-02 00:26:00,1
2017-01-02 00:27:00,1
2017-01-02 00:28:00,1
2017-01-02 00:30:00,1
2017-01-02 00:31:00,1
2017-01-02 00:32:00,1
2017-01-02 00:34:00,1
2017-01-02 00:35:00,1
2017-01-02 00:36:00,1
2017-01-02 00:37:00,1
2017-01-02 00:41:00,1
2017-01-02 00:43:00,1
2017-01-02 00:46:00,1
2017-01-02 00:48:00,1
2017-01-02 00:51:00,1
2017-01-02 00:54:00,1
2017-01-02 00:57:00,1
2017-01-02 00:59:00,1
2017-01-02 01:08:00,1
2017-01-02 01:09:00,1
2017-01-02 01:12:00,1
2017-01-02 01:14:00,1
2017-01-02 01:17:00,1
2017-01-02 01:19:00,1
2017-01-02 01:22:00,1
2017-01-02 01:25:00,1
2017-01-02 01:28:00,1
2017-01-02 01:30:00,1
2017-01-02 01:33:00,1
2017-01-02 01:35:00,1
2017-01-02 01:38:00,1
2017-01-02 01:39:00,1
2017-01-02 02:11:00,1
2017-01-02 02:14:00,1
2017-01-02 02:16:00,1
2017-01-02 02:19:00,1
2017-01-02 02:21:00,1
2017-01-02 02:26:00,1
2017-01-02 02:28:00,1
2017-01-02 02:31:00,1
2017-01-02 02:33:00,1
2017-01-02 02:36:00,1
2017-01-02 02:39:00,1
2017-01-02 02:42:00,1
2017-01-02 02:44:00,1
2017-01-02 02:47:00,1
2017-01-02 02:49:00,1
2017-01-02 02:52:00,1
2017-01-02 02:53:00,1
2017-01-02 02:56:00,1
2017-01-02 02:58:00,1
2017-01-02 03:01:00,1
2017-01-02 03:02:00,1
2017-01-02 03:04:00,1
2017-01-02 03:07:00,1
2017-01-02 03:12:00,1
2017-01-02 03:14:00,1
2017-01-02 03:17:00,1
2017-01-02 03:19:00,1
2017-01-02 03:22:00,1
2017-01-02 03:24:00,1
2017-01-02 03:26:00,1
2017-01-02 03:29:00,1
2017-01-02 03:31:00,1
2017-01-02 03:34:00,1
2017-01-02 03:36:00,1
2017-01-02 03:39:00,1
2017-01-02 03:40:00,1
2017-01-02 03:53:00,1
2017-01-02 04:31:00,1
2017-01-02 04:34:00,1
2017-01-02 04:36:00,1
2017-01-02 04:40:00,1
2017-01-02 04:42:00,1
2017-01-02 04:45:00,1
2017-01-02 04:47:00,1
2017-01-02 04:50:00,1
2017-01-02 04:52:00,1
2017-01-02 04:54:00,1
