104,SELECT DISTINCT agency_timezone FROM m.agency WHERE agency_id = $#
2017-01-13 00:07:00,1
2017-01-13 00:08:00,1
2017-01-13 00:16:00,1
2017-01-13 00:22:00,1
2017-01-13 00:24:00,1
2017-01-13 00:27:00,1
2017-01-13 00:29:00,1
2017-01-13 00:32:00,1
2017-01-13 00:35:00,1
2017-01-13 00:37:00,1
2017-01-13 00:40:00,1
2017-01-13 00:42:00,1
2017-01-13 00:44:00,1
2017-01-13 00:45:00,1
2017-01-13 00:46:00,1
2017-01-13 00:47:00,1
2017-01-13 00:49:00,1
2017-01-13 00:50:00,1
2017-01-13 00:51:00,1
2017-01-13 00:53:00,1
2017-01-13 00:54:00,1
2017-01-13 00:55:00,1
2017-01-13 00:56:00,1
2017-01-13 00:57:00,1
2017-01-13 00:59:00,1
2017-01-13 01:01:00,1
2017-01-13 01:02:00,1
2017-01-13 01:05:00,1
2017-01-13 01:08:00,1
2017-01-13 01:09:00,1
2017-01-13 01:11:00,1
2017-01-13 01:12:00,1
2017-01-13 01:13:00,1
2017-01-13 01:15:00,1
2017-01-13 01:16:00,1
2017-01-13 01:25:00,1
2017-01-13 01:26:00,1
2017-01-13 01:40:00,1
2017-01-13 01:41:00,1
2017-01-13 01:42:00,1
2017-01-13 01:45:00,1
2017-01-13 01:46:00,1
2017-01-13 01:47:00,1
2017-01-13 01:49:00,1
2017-01-13 01:50:00,1
2017-01-13 01:51:00,1
2017-01-13 01:52:00,1
2017-01-13 01:56:00,1
2017-01-13 02:06:00,1
2017-01-13 02:12:00,1
2017-01-13 02:15:00,1
2017-01-13 02:17:00,1
2017-01-13 02:20:00,1
2017-01-13 02:22:00,1
2017-01-13 02:25:00,1
2017-01-13 02:27:00,1
2017-01-13 02:30:00,1
2017-01-13 02:32:00,1
2017-01-13 02:35:00,1
2017-01-13 02:37:00,1
2017-01-13 02:39:00,1
2017-01-13 02:42:00,1
2017-01-13 02:44:00,1
2017-01-13 02:47:00,1
2017-01-13 02:49:00,1
2017-01-13 02:52:00,1
2017-01-13 02:53:00,1
2017-01-13 02:54:00,1
2017-01-13 02:57:00,1
2017-01-13 02:59:00,1
2017-01-13 03:24:00,1
2017-01-13 03:25:00,1
2017-01-13 03:27:00,1
2017-01-13 03:28:00,1
2017-01-13 03:29:00,1
2017-01-13 03:30:00,1
2017-01-13 03:32:00,1
2017-01-13 03:33:00,1
2017-01-13 03:34:00,1
2017-01-13 03:36:00,1
2017-01-13 03:37:00,1
2017-01-13 03:38:00,1
2017-01-13 04:09:00,1
2017-01-13 04:10:00,1
2017-01-13 04:11:00,1
2017-01-13 04:13:00,1
2017-01-13 04:14:00,1
2017-01-13 04:15:00,1
2017-01-13 04:16:00,1
2017-01-13 04:18:00,1
2017-01-13 04:19:00,1
2017-01-13 04:20:00,1
2017-01-13 04:21:00,1
2017-01-13 04:23:00,1
2017-01-13 04:24:00,1
2017-01-13 04:41:00,1
2017-01-13 04:43:00,1
2017-01-13 04:46:00,1
2017-01-13 04:47:00,1
2017-01-13 04:48:00,1
2017-01-13 04:51:00,1
2017-01-13 04:53:00,1
2017-01-13 04:56:00,1
2017-01-13 04:58:00,1
