69,select #
2016-12-03 00:04:00,1
2016-12-03 00:12:00,1
2016-12-03 00:25:00,1
2016-12-03 00:36:00,1
2016-12-03 00:40:00,1
2016-12-03 00:43:00,1
2016-12-03 00:50:00,1
2016-12-03 00:56:00,1
2016-12-03 01:04:00,1
2016-12-03 01:05:00,1
2016-12-03 01:19:00,1
2016-12-03 01:25:00,1
2016-12-03 01:29:00,1
2016-12-03 01:30:00,1
2016-12-03 02:04:00,1
2016-12-03 02:18:00,1
2016-12-03 02:19:00,1
2016-12-03 02:21:00,1
2016-12-03 02:22:00,1
2016-12-03 02:24:00,1
2016-12-03 02:25:00,1
2016-12-03 02:26:00,1
2016-12-03 02:42:00,1
2016-12-03 02:43:00,1
2016-12-03 02:44:00,1
2016-12-03 02:45:00,1
2016-12-03 02:47:00,1
2016-12-03 02:48:00,1
2016-12-03 02:49:00,1
2016-12-03 02:50:00,1
2016-12-03 02:52:00,1
2016-12-03 02:53:00,1
2016-12-03 02:54:00,1
2016-12-03 02:55:00,1
2016-12-03 03:02:00,1
2016-12-03 03:04:00,1
2016-12-03 03:07:00,1
2016-12-03 03:10:00,1
2016-12-03 03:21:00,1
2016-12-03 03:23:00,1
2016-12-03 03:30:00,1
2016-12-03 03:32:00,1
2016-12-03 03:35:00,1
2016-12-03 03:44:00,1
2016-12-03 03:46:00,1
2016-12-03 03:53:00,1
2016-12-03 03:54:00,1
2016-12-03 03:57:00,1
2016-12-03 03:59:00,1
2016-12-03 04:03:00,1
2016-12-03 04:06:00,1
2016-12-03 04:17:00,1
2016-12-03 04:24:00,1
2016-12-03 04:34:00,1
2016-12-03 04:42:00,1
2016-12-03 04:43:00,1
2016-12-03 04:44:00,1
2016-12-03 04:46:00,1
2016-12-03 04:56:00,1
2016-12-03 04:57:00,1
2016-12-03 04:58:00,1
2016-12-03 05:08:00,1
2016-12-03 05:09:00,1
2016-12-03 05:13:00,1
2016-12-03 05:14:00,1
2016-12-03 05:15:00,1
2016-12-03 05:23:00,1
2016-12-03 05:26:00,1
2016-12-03 05:38:00,1
