102,"select st.trip_id, st.stop_sequence, st.estimate_source, st.fullness, st.departure_time_hour, st.departure_time_minute, s.stop_lat, s.stop_lon, t.direction_id, t.route_id, r.route_short_name from m.stop AS s RIGHT JOIN m.stop_time AS st  ON st.agency_id = s.agency_id AND st.stop_id = s.stop_id LEFT JOIN m.trip AS t ON t.agency_id = st.agency_id AND t.trip_id = st.trip_id LEFT JOIN m.route AS r ON t.agency_id = r.agency_id AND t.route_id = r.route_id WHERE st.estimate_source in ( @@@,  @@@) AND st.agency_id = $# AND (((departure_time_hour * # + departure_time_minute) >= ($#-#)  AND (departure_time_hour * # + departure_time_minute) <= ($#+#)) OR ((departure_time_hour * # + departure_time_minute) >= ($#-#)  AND (departure_time_hour * # + departure_time_minute) <= ($#+#)))  order by st.stop_sequence"
2016-12-30 00:03:00,1
2016-12-30 00:09:00,1
2016-12-30 00:10:00,1
2016-12-30 00:13:00,1
2016-12-30 00:16:00,1
2016-12-30 00:30:00,1
2016-12-30 00:36:00,1
2016-12-30 00:38:00,1
2016-12-30 00:42:00,1
2016-12-30 00:45:00,1
2016-12-30 00:46:00,1
2016-12-30 00:50:00,1
2016-12-30 00:52:00,1
2016-12-30 00:57:00,1
2016-12-30 01:03:00,1
2016-12-30 01:06:00,1
2016-12-30 01:07:00,1
2016-12-30 01:09:00,1
2016-12-30 01:11:00,1
2016-12-30 01:13:00,1
2016-12-30 01:18:00,1
2016-12-30 01:20:00,1
2016-12-30 01:22:00,1
2016-12-30 01:26:00,1
2016-12-30 01:28:00,1
2016-12-30 01:32:00,1
2016-12-30 01:36:00,1
2016-12-30 01:37:00,1
2016-12-30 01:41:00,1
2016-12-30 01:43:00,1
2016-12-30 01:46:00,1
2016-12-30 01:54:00,1
2016-12-30 01:58:00,1
2016-12-30 02:05:00,1
2016-12-30 02:07:00,1
2016-12-30 02:08:00,1
2016-12-30 02:09:00,1
2016-12-30 02:13:00,1
2016-12-30 02:18:00,1
2016-12-30 02:19:00,1
2016-12-30 02:21:00,1
2016-12-30 02:26:00,1
2016-12-30 02:27:00,1
2016-12-30 02:28:00,1
2016-12-30 02:30:00,1
2016-12-30 02:31:00,1
2016-12-30 02:54:00,1
2016-12-30 02:55:00,1
2016-12-30 03:00:00,1
2016-12-30 03:02:00,1
2016-12-30 03:05:00,1
2016-12-30 03:07:00,1
2016-12-30 03:11:00,1
2016-12-30 03:16:00,1
2016-12-30 03:19:00,1
2016-12-30 03:26:00,1
2016-12-30 03:28:00,1
2016-12-30 03:29:00,1
2016-12-30 03:39:00,1
2016-12-30 03:41:00,1
2016-12-30 03:49:00,1
2016-12-30 03:50:00,1
2016-12-30 03:51:00,1
2016-12-30 03:53:00,1
2016-12-30 03:54:00,1
2016-12-30 03:55:00,1
2016-12-30 03:57:00,1
2016-12-30 04:05:00,1
2016-12-30 04:07:00,1
2016-12-30 04:08:00,1
2016-12-30 04:09:00,1
2016-12-30 04:10:00,1
2016-12-30 04:17:00,1
2016-12-30 04:18:00,1
2016-12-30 04:19:00,1
2016-12-30 04:21:00,1
2016-12-30 04:22:00,1
2016-12-30 04:23:00,1
2016-12-30 04:24:00,1
2016-12-30 04:25:00,1
2016-12-30 04:32:00,1
2016-12-30 04:33:00,1
2016-12-30 04:35:00,1
2016-12-30 04:36:00,1
2016-12-30 04:37:00,1
2016-12-30 04:41:00,1
2016-12-30 04:42:00,1
2016-12-30 04:47:00,1
2016-12-30 04:50:00,1
2016-12-30 04:52:00,1
2016-12-30 04:54:00,1
2016-12-30 04:57:00,1
2016-12-30 04:59:00,1
2016-12-30 05:07:00,1
2016-12-30 05:09:00,1
2016-12-30 05:16:00,1
2016-12-30 05:19:00,1
2016-12-30 05:24:00,1
2016-12-30 05:25:00,1
2016-12-30 05:28:00,1
2016-12-30 05:29:00,1
2016-12-30 05:30:00,1
