105,SELECT DISTINCT agency_timezone FROM m.agency WHERE agency_id = $#
2016-12-03 00:00:00,1
2016-12-03 00:06:00,1
2016-12-03 00:08:00,1
2016-12-03 00:13:00,1
2016-12-03 00:15:00,1
2016-12-03 00:16:00,1
2016-12-03 00:19:00,1
2016-12-03 00:20:00,1
2016-12-03 00:23:00,1
2016-12-03 00:29:00,1
2016-12-03 00:37:00,1
2016-12-03 00:43:00,1
2016-12-03 00:50:00,1
2016-12-03 00:51:00,1
2016-12-03 00:53:00,1
2016-12-03 00:54:00,1
2016-12-03 00:59:00,1
2016-12-03 01:08:00,1
2016-12-03 01:11:00,1
2016-12-03 01:12:00,1
2016-12-03 01:15:00,1
2016-12-03 01:16:00,1
2016-12-03 01:18:00,1
2016-12-03 01:19:00,1
2016-12-03 01:30:00,1
2016-12-03 01:31:00,1
2016-12-03 01:33:00,1
2016-12-03 01:34:00,1
2016-12-03 01:35:00,1
2016-12-03 01:42:00,1
2016-12-03 01:46:00,1
2016-12-03 01:47:00,1
2016-12-03 01:53:00,1
2016-12-03 01:54:00,1
2016-12-03 01:57:00,1
2016-12-03 01:59:00,1
2016-12-03 02:09:00,1
2016-12-03 02:10:00,1
2016-12-03 02:13:00,1
2016-12-03 02:15:00,1
2016-12-03 02:18:00,1
2016-12-03 02:24:00,1
2016-12-03 02:25:00,1
2016-12-03 02:26:00,1
2016-12-03 02:28:00,1
2016-12-03 02:29:00,1
2016-12-03 02:30:00,1
2016-12-03 02:31:00,1
2016-12-03 02:33:00,1
2016-12-03 02:34:00,1
2016-12-03 02:35:00,1
2016-12-03 02:36:00,1
2016-12-03 02:38:00,1
2016-12-03 02:39:00,1
2016-12-03 02:41:00,1
2016-12-03 02:44:00,1
2016-12-03 02:46:00,1
2016-12-03 02:49:00,1
2016-12-03 02:51:00,1
2016-12-03 02:54:00,1
2016-12-03 02:55:00,1
2016-12-03 02:57:00,1
2016-12-03 03:00:00,1
2016-12-03 03:04:00,1
2016-12-03 03:06:00,1
2016-12-03 03:11:00,1
2016-12-03 03:14:00,1
2016-12-03 03:16:00,1
2016-12-03 03:19:00,1
2016-12-03 03:21:00,1
2016-12-03 03:33:00,1
2016-12-03 03:35:00,1
2016-12-03 03:36:00,1
2016-12-03 03:37:00,1
2016-12-03 03:48:00,1
2016-12-03 03:50:00,1
2016-12-03 03:54:00,1
2016-12-03 03:55:00,1
2016-12-03 03:56:00,1
2016-12-03 03:58:00,1
2016-12-03 04:01:00,1
2016-12-03 04:02:00,1
2016-12-03 04:05:00,1
2016-12-03 04:07:00,1
2016-12-03 04:11:00,1
2016-12-03 04:13:00,1
2016-12-03 04:22:00,1
2016-12-03 04:24:00,1
2016-12-03 04:27:00,1
2016-12-03 04:35:00,1
2016-12-03 04:36:00,1
2016-12-03 04:39:00,1
2016-12-03 04:42:00,1
2016-12-03 04:45:00,1
2016-12-03 04:47:00,1
2016-12-03 04:48:00,1
2016-12-03 04:50:00,1
2016-12-03 04:51:00,1
2016-12-03 04:55:00,1
2016-12-03 04:59:00,1
2016-12-03 05:03:00,2
2016-12-03 05:11:00,1
2016-12-03 05:15:00,1
2016-12-03 05:16:00,1
