82,SELECT DISTINCT agency_timezone FROM m.agency WHERE agency_id = $#
2016-12-29 00:00:00,1
2016-12-29 00:10:00,1
2016-12-29 00:17:00,1
2016-12-29 00:18:00,1
2016-12-29 00:19:00,1
2016-12-29 00:25:00,1
2016-12-29 00:33:00,1
2016-12-29 00:54:00,1
2016-12-29 01:01:00,1
2016-12-29 01:04:00,1
2016-12-29 01:10:00,1
2016-12-29 01:11:00,1
2016-12-29 01:13:00,1
2016-12-29 01:14:00,1
2016-12-29 01:16:00,1
2016-12-29 01:18:00,1
2016-12-29 01:20:00,1
2016-12-29 01:21:00,1
2016-12-29 01:26:00,1
2016-12-29 01:29:00,1
2016-12-29 01:31:00,1
2016-12-29 01:32:00,1
2016-12-29 01:34:00,1
2016-12-29 01:36:00,1
2016-12-29 01:40:00,1
2016-12-29 01:45:00,1
2016-12-29 01:48:00,1
2016-12-29 01:50:00,1
2016-12-29 01:54:00,1
2016-12-29 01:55:00,1
2016-12-29 01:59:00,1
2016-12-29 02:02:00,1
2016-12-29 02:04:00,1
2016-12-29 02:07:00,1
2016-12-29 02:09:00,1
2016-12-29 02:24:00,1
2016-12-29 02:26:00,1
2016-12-29 02:28:00,1
2016-12-29 02:31:00,1
2016-12-29 02:32:00,1
2016-12-29 02:33:00,1
2016-12-29 02:34:00,1
2016-12-29 02:36:00,1
2016-12-29 02:37:00,1
2016-12-29 02:40:00,1
2016-12-29 02:43:00,1
2016-12-29 02:45:00,1
2016-12-29 02:46:00,1
2016-12-29 02:50:00,1
2016-12-29 02:52:00,1
2016-12-29 02:56:00,1
2016-12-29 02:58:00,1
2016-12-29 03:10:00,1
2016-12-29 03:11:00,1
2016-12-29 03:14:00,1
2016-12-29 03:20:00,1
2016-12-29 03:22:00,1
2016-12-29 03:25:00,1
2016-12-29 03:34:00,1
2016-12-29 03:36:00,1
2016-12-29 03:39:00,1
2016-12-29 03:43:00,1
2016-12-29 03:46:00,1
2016-12-29 03:49:00,1
2016-12-29 03:51:00,1
2016-12-29 04:00:00,1
2016-12-29 04:09:00,1
2016-12-29 04:10:00,1
2016-12-29 04:12:00,1
2016-12-29 04:18:00,1
2016-12-29 04:28:00,1
2016-12-29 04:37:00,1
2016-12-29 04:39:00,1
2016-12-29 04:51:00,1
2016-12-29 04:54:00,1
2016-12-29 04:55:00,1
2016-12-29 04:57:00,1
2016-12-29 04:59:00,1
2016-12-29 05:02:00,1
2016-12-29 05:03:00,2
2016-12-29 05:04:00,1
