68,select #
2016-12-21 00:01:00,1
2016-12-21 00:02:00,1
2016-12-21 00:11:00,1
2016-12-21 00:18:00,1
2016-12-21 00:22:00,1
2016-12-21 00:35:00,1
2016-12-21 00:51:00,1
2016-12-21 00:52:00,1
2016-12-21 00:57:00,1
2016-12-21 01:07:00,1
2016-12-21 01:10:00,1
2016-12-21 01:12:00,1
2016-12-21 01:26:00,1
2016-12-21 01:27:00,1
2016-12-21 01:31:00,1
2016-12-21 01:32:00,1
2016-12-21 01:34:00,1
2016-12-21 01:54:00,1
2016-12-21 02:05:00,1
2016-12-21 02:42:00,1
2016-12-21 02:43:00,1
2016-12-21 02:44:00,1
2016-12-21 02:46:00,1
2016-12-21 02:47:00,1
2016-12-21 02:48:00,1
2016-12-21 02:49:00,1
2016-12-21 02:51:00,1
2016-12-21 02:52:00,1
2016-12-21 02:53:00,1
2016-12-21 02:54:00,1
2016-12-21 02:55:00,1
2016-12-21 03:01:00,1
2016-12-21 03:03:00,1
2016-12-21 03:06:00,1
2016-12-21 03:09:00,1
2016-12-21 03:12:00,1
2016-12-21 03:13:00,1
2016-12-21 03:14:00,1
2016-12-21 03:15:00,1
2016-12-21 03:17:00,1
2016-12-21 03:18:00,1
2016-12-21 03:19:00,1
2016-12-21 03:20:00,1
2016-12-21 03:22:00,1
2016-12-21 03:23:00,1
2016-12-21 03:24:00,1
2016-12-21 03:25:00,1
2016-12-21 04:27:00,1
2016-12-21 04:28:00,1
2016-12-21 04:29:00,1
2016-12-21 04:31:00,1
2016-12-21 04:32:00,1
2016-12-21 04:33:00,1
2016-12-21 04:34:00,1
2016-12-21 04:36:00,1
2016-12-21 04:37:00,1
2016-12-21 04:38:00,1
2016-12-21 04:39:00,1
2016-12-21 04:40:00,1
2016-12-21 04:43:00,1
2016-12-21 04:45:00,1
2016-12-21 04:48:00,1
2016-12-21 04:50:00,1
2016-12-21 04:53:00,1
2016-12-21 05:02:00,1
2016-12-21 05:11:00,1
2016-12-21 05:20:00,1
2016-12-21 05:31:00,1
