82,"select st.trip_id, st.stop_sequence, st.estimate_source, st.fullness, st.departure_time_hour, st.departure_time_minute, s.stop_lat, s.stop_lon, t.direction_id, t.route_id, r.route_short_name from m.stop AS s RIGHT JOIN m.stop_time AS st  ON st.agency_id = s.agency_id AND st.stop_id = s.stop_id LEFT JOIN m.trip AS t ON t.agency_id = st.agency_id AND t.trip_id = st.trip_id LEFT JOIN m.route AS r ON t.agency_id = r.agency_id AND t.route_id = r.route_id WHERE st.estimate_source in ( @@@,  @@@) AND st.agency_id = $# AND (((departure_time_hour * # + departure_time_minute) >= ($#-#)  AND (departure_time_hour * # + departure_time_minute) <= ($#+#)) OR ((departure_time_hour * # + departure_time_minute) >= ($#-#)  AND (departure_time_hour * # + departure_time_minute) <= ($#+#)))  order by st.stop_sequence"
2016-12-14 00:07:00,1
2016-12-14 00:20:00,1
2016-12-14 00:22:00,1
2016-12-14 00:23:00,1
2016-12-14 00:26:00,1
2016-12-14 00:28:00,1
2016-12-14 00:34:00,1
2016-12-14 00:37:00,1
2016-12-14 00:39:00,1
2016-12-14 00:44:00,1
2016-12-14 00:46:00,1
2016-12-14 00:50:00,1
2016-12-14 00:53:00,1
2016-12-14 00:58:00,1
2016-12-14 01:03:00,1
2016-12-14 01:07:00,1
2016-12-14 01:15:00,1
2016-12-14 01:22:00,1
2016-12-14 01:25:00,1
2016-12-14 01:27:00,1
2016-12-14 01:30:00,1
2016-12-14 01:31:00,1
2016-12-14 01:32:00,1
2016-12-14 01:34:00,1
2016-12-14 01:40:00,1
2016-12-14 01:43:00,1
2016-12-14 01:46:00,1
2016-12-14 01:52:00,1
2016-12-14 01:55:00,1
2016-12-14 01:56:00,1
2016-12-14 01:59:00,1
2016-12-14 02:01:00,1
2016-12-14 02:04:00,1
2016-12-14 02:06:00,1
2016-12-14 02:08:00,1
2016-12-14 02:10:00,1
2016-12-14 02:11:00,1
2016-12-14 02:17:00,1
2016-12-14 02:18:00,1
2016-12-14 02:20:00,1
2016-12-14 02:22:00,1
2016-12-14 02:27:00,1
2016-12-14 02:28:00,1
2016-12-14 02:29:00,1
2016-12-14 02:42:00,1
2016-12-14 02:43:00,1
2016-12-14 02:45:00,1
2016-12-14 02:46:00,1
2016-12-14 02:47:00,1
2016-12-14 02:48:00,1
2016-12-14 02:53:00,1
2016-12-14 03:01:00,1
2016-12-14 03:06:00,1
2016-12-14 03:09:00,1
2016-12-14 03:13:00,1
2016-12-14 03:15:00,1
2016-12-14 03:16:00,1
2016-12-14 03:27:00,1
2016-12-14 03:28:00,1
2016-12-14 03:29:00,1
2016-12-14 03:30:00,1
2016-12-14 03:32:00,1
2016-12-14 03:40:00,1
2016-12-14 03:42:00,1
2016-12-14 03:43:00,1
2016-12-14 03:44:00,1
2016-12-14 04:16:00,1
2016-12-14 04:17:00,1
2016-12-14 04:27:00,1
2016-12-14 04:29:00,1
2016-12-14 04:52:00,1
2016-12-14 04:53:00,1
2016-12-14 04:54:00,1
2016-12-14 05:01:00,1
2016-12-14 05:03:00,1
2016-12-14 05:08:00,1
2016-12-14 05:09:00,1
2016-12-14 05:13:00,1
2016-12-14 05:14:00,1
2016-12-14 05:25:00,1
2016-12-14 05:26:00,1
2016-12-14 05:27:00,1
