58,select #
2017-01-16 00:00:00,1
2017-01-16 00:05:00,1
2017-01-16 00:09:00,1
2017-01-16 00:39:00,1
2017-01-16 00:42:00,1
2017-01-16 00:44:00,1
2017-01-16 00:47:00,1
2017-01-16 00:49:00,1
2017-01-16 00:52:00,1
2017-01-16 01:00:00,1
2017-01-16 01:02:00,1
2017-01-16 01:04:00,1
2017-01-16 01:40:00,1
2017-01-16 01:43:00,1
2017-01-16 01:45:00,1
2017-01-16 01:48:00,1
2017-01-16 01:55:00,1
2017-01-16 01:56:00,1
2017-01-16 01:58:00,1
2017-01-16 02:00:00,1
2017-01-16 02:03:00,1
2017-01-16 02:05:00,1
2017-01-16 02:08:00,1
2017-01-16 02:25:00,1
2017-01-16 02:26:00,1
2017-01-16 02:27:00,1
2017-01-16 02:29:00,1
2017-01-16 02:30:00,1
2017-01-16 02:31:00,1
2017-01-16 02:32:00,1
2017-01-16 02:34:00,1
2017-01-16 02:35:00,1
2017-01-16 02:36:00,1
2017-01-16 02:37:00,1
2017-01-16 03:01:00,1
2017-01-16 03:02:00,1
2017-01-16 03:03:00,1
2017-01-16 03:04:00,1
2017-01-16 03:06:00,1
2017-01-16 03:07:00,1
2017-01-16 03:10:00,1
2017-01-16 03:13:00,1
2017-01-16 03:15:00,1
2017-01-16 03:18:00,1
2017-01-16 03:20:00,1
2017-01-16 03:23:00,1
2017-01-16 04:25:00,1
2017-01-16 04:28:00,1
2017-01-16 04:30:00,1
2017-01-16 04:33:00,1
2017-01-16 04:35:00,1
2017-01-16 04:38:00,1
2017-01-16 04:42:00,1
2017-01-16 04:44:00,1
2017-01-16 04:47:00,1
2017-01-16 04:49:00,1
2017-01-16 04:52:00,1
2017-01-16 04:53:00,1
