17,"INSERT INTO m.avl  (agency_id, trip_id, route_id, avl_lat, avl_lon, vehicle_id, destination_id, avl_time_hour, avl_time_minute, avl_date, route_short_name, block_ref) VALUES (#, @@@, @@@,#,#,#,#,#,#,&&&, @@@, @@@)"
2017-01-22 05:00:00,1
2017-01-22 05:03:00,1
2017-01-22 05:06:00,1
2017-01-22 05:22:00,1
2017-01-22 05:26:00,1
2017-01-22 05:29:00,1
2017-01-22 05:32:00,1
2017-01-22 05:39:00,1
2017-01-22 05:42:00,1
2017-01-22 05:46:00,1
2017-01-22 05:49:00,1
2017-01-22 05:56:00,1
2017-01-22 05:59:00,1
2017-01-22 06:02:00,1
2017-01-22 06:09:00,1
2017-01-22 06:13:00,1
2017-01-22 06:16:00,1
