65,select #
2017-01-23 00:03:00,1
2017-01-23 00:05:00,1
2017-01-23 00:08:00,1
2017-01-23 00:12:00,1
2017-01-23 00:42:00,1
2017-01-23 00:45:00,1
2017-01-23 00:48:00,1
2017-01-23 00:50:00,1
2017-01-23 01:00:00,1
2017-01-23 01:03:00,1
2017-01-23 01:05:00,1
2017-01-23 01:08:00,1
2017-01-23 01:24:00,1
2017-01-23 01:39:00,1
2017-01-23 02:09:00,1
2017-01-23 02:10:00,1
2017-01-23 02:11:00,1
2017-01-23 02:13:00,1
2017-01-23 02:14:00,1
2017-01-23 02:15:00,1
2017-01-23 02:16:00,1
2017-01-23 02:18:00,1
2017-01-23 02:19:00,1
2017-01-23 02:20:00,1
2017-01-23 02:21:00,1
2017-01-23 02:26:00,1
2017-01-23 02:29:00,1
2017-01-23 02:30:00,1
2017-01-23 02:31:00,1
2017-01-23 02:33:00,1
2017-01-23 02:34:00,1
2017-01-23 02:35:00,1
2017-01-23 02:36:00,1
2017-01-23 02:38:00,1
2017-01-23 02:41:00,1
2017-01-23 02:44:00,1
2017-01-23 02:45:00,1
2017-01-23 02:46:00,1
2017-01-23 02:48:00,1
2017-01-23 02:49:00,1
2017-01-23 02:50:00,1
2017-01-23 02:51:00,1
2017-01-23 02:53:00,1
2017-01-23 02:56:00,1
2017-01-23 03:10:00,1
2017-01-23 03:11:00,1
2017-01-23 03:18:00,1
2017-01-23 03:26:00,1
2017-01-23 03:29:00,1
2017-01-23 03:33:00,1
2017-01-23 03:53:00,1
2017-01-23 03:54:00,1
2017-01-23 04:08:00,1
2017-01-23 04:09:00,1
2017-01-23 04:15:00,1
2017-01-23 04:18:00,1
2017-01-23 04:20:00,1
2017-01-23 04:22:00,1
2017-01-23 04:23:00,1
2017-01-23 04:52:00,1
2017-01-23 04:55:00,1
2017-01-23 04:56:00,1
2017-01-23 04:57:00,1
2017-01-23 04:59:00,1
2017-01-23 05:01:00,1
