60,SELECT DISTINCT agency_timezone FROM m.agency WHERE agency_id = $#
2017-01-08 00:00:00,1
2017-01-08 00:03:00,1
2017-01-08 00:09:00,1
2017-01-08 00:15:00,1
2017-01-08 00:23:00,1
2017-01-08 00:26:00,1
2017-01-08 00:28:00,1
2017-01-08 00:30:00,1
2017-01-08 00:33:00,1
2017-01-08 00:36:00,1
2017-01-08 00:41:00,1
2017-01-08 00:42:00,1
2017-01-08 00:44:00,1
2017-01-08 00:45:00,1
2017-01-08 00:47:00,1
2017-01-08 00:50:00,1
2017-01-08 00:56:00,1
2017-01-08 00:59:00,1
2017-01-08 01:02:00,1
2017-01-08 01:03:00,1
2017-01-08 01:09:00,1
2017-01-08 01:10:00,1
2017-01-08 01:13:00,1
2017-01-08 01:24:00,1
2017-01-08 01:28:00,1
2017-01-08 01:30:00,1
2017-01-08 01:35:00,1
2017-01-08 01:48:00,1
2017-01-08 01:49:00,1
2017-01-08 01:50:00,1
2017-01-08 01:52:00,1
2017-01-08 02:09:00,1
2017-01-08 02:11:00,1
2017-01-08 02:14:00,1
2017-01-08 02:16:00,1
2017-01-08 02:19:00,1
2017-01-08 02:21:00,1
2017-01-08 02:24:00,1
2017-01-08 02:25:00,1
2017-01-08 02:26:00,1
2017-01-08 02:28:00,1
2017-01-08 02:31:00,1
2017-01-08 02:33:00,1
2017-01-08 02:36:00,1
2017-01-08 02:37:00,1
2017-01-08 02:39:00,1
2017-01-08 02:41:00,1
2017-01-08 02:42:00,1
2017-01-08 02:43:00,1
2017-01-08 02:44:00,1
2017-01-08 02:46:00,1
2017-01-08 02:47:00,1
2017-01-08 02:48:00,1
2017-01-08 02:49:00,1
2017-01-08 02:51:00,1
2017-01-08 02:52:00,1
2017-01-08 03:24:00,1
2017-01-08 03:38:00,1
2017-01-08 04:23:00,1
2017-01-08 04:54:00,1
