46,select #
2016-12-21 00:08:00,1
2016-12-21 00:11:00,1
2016-12-21 00:17:00,1
2016-12-21 00:20:00,1
2016-12-21 00:22:00,1
2016-12-21 00:30:00,1
2016-12-21 00:47:00,1
2016-12-21 01:09:00,1
2016-12-21 01:10:00,1
2016-12-21 01:11:00,1
2016-12-21 01:13:00,1
2016-12-21 01:16:00,1
2016-12-21 01:23:00,1
2016-12-21 01:26:00,1
2016-12-21 01:27:00,1
2016-12-21 01:38:00,1
2016-12-21 01:50:00,1
2016-12-21 01:51:00,1
2016-12-21 02:01:00,1
2016-12-21 02:05:00,1
2016-12-21 02:46:00,1
2016-12-21 02:47:00,1
2016-12-21 02:48:00,1
2016-12-21 02:50:00,1
2016-12-21 02:51:00,1
2016-12-21 02:52:00,1
2016-12-21 03:19:00,1
2016-12-21 03:20:00,1
2016-12-21 03:22:00,1
2016-12-21 03:27:00,1
2016-12-21 03:29:00,1
2016-12-21 03:32:00,1
2016-12-21 03:33:00,1
2016-12-21 04:23:00,1
2016-12-21 04:38:00,1
2016-12-21 04:39:00,1
2016-12-21 04:40:00,1
2016-12-21 04:41:00,1
2016-12-21 04:43:00,1
2016-12-21 04:44:00,1
2016-12-21 04:45:00,1
2016-12-21 04:46:00,1
2016-12-21 04:54:00,1
2016-12-21 04:56:00,1
2016-12-21 05:00:00,1
2016-12-21 05:02:00,1
