84,SELECT DISTINCT agency_timezone FROM m.agency WHERE agency_id = $#
2017-01-07 00:01:00,1
2017-01-07 00:09:00,1
2017-01-07 00:10:00,2
2017-01-07 00:17:00,1
2017-01-07 00:20:00,1
2017-01-07 00:27:00,1
2017-01-07 00:34:00,1
2017-01-07 00:41:00,1
2017-01-07 00:46:00,1
2017-01-07 00:58:00,1
2017-01-07 01:00:00,1
2017-01-07 01:06:00,1
2017-01-07 01:12:00,1
2017-01-07 01:15:00,1
2017-01-07 01:17:00,1
2017-01-07 01:30:00,1
2017-01-07 01:35:00,1
2017-01-07 01:36:00,1
2017-01-07 01:38:00,1
2017-01-07 01:46:00,1
2017-01-07 01:51:00,1
2017-01-07 02:01:00,1
2017-01-07 02:08:00,1
2017-01-07 02:11:00,1
2017-01-07 02:14:00,1
2017-01-07 02:17:00,1
2017-01-07 02:22:00,1
2017-01-07 02:24:00,1
2017-01-07 02:27:00,1
2017-01-07 02:30:00,1
2017-01-07 02:34:00,1
2017-01-07 02:43:00,1
2017-01-07 02:45:00,1
2017-01-07 02:48:00,1
2017-01-07 02:56:00,1
2017-01-07 02:57:00,1
2017-01-07 03:06:00,1
2017-01-07 03:09:00,1
2017-01-07 03:11:00,1
2017-01-07 03:14:00,1
2017-01-07 03:33:00,1
2017-01-07 03:49:00,1
2017-01-07 03:52:00,1
2017-01-07 03:55:00,1
2017-01-07 03:59:00,1
2017-01-07 04:11:00,1
2017-01-07 04:12:00,1
2017-01-07 04:15:00,1
2017-01-07 04:21:00,1
2017-01-07 04:22:00,1
2017-01-07 04:24:00,1
2017-01-07 04:26:00,1
2017-01-07 04:31:00,1
2017-01-07 04:34:00,1
2017-01-07 04:42:00,1
2017-01-07 04:43:00,1
2017-01-07 04:44:00,1
2017-01-07 04:46:00,1
2017-01-07 04:49:00,1
2017-01-07 04:51:00,1
2017-01-07 04:54:00,1
2017-01-07 04:56:00,1
2017-01-07 04:57:00,1
2017-01-07 05:02:00,1
2017-01-07 05:04:00,1
2017-01-07 05:11:00,1
2017-01-07 05:12:00,1
2017-01-07 05:19:00,1
2017-01-07 05:21:00,1
2017-01-07 05:23:00,1
2017-01-07 05:24:00,1
2017-01-07 05:26:00,1
2017-01-07 05:27:00,1
2017-01-07 05:30:00,1
2017-01-07 05:32:00,1
2017-01-07 05:38:00,1
2017-01-07 05:40:00,1
2017-01-07 05:43:00,1
2017-01-07 05:44:00,1
2017-01-07 05:51:00,1
2017-01-07 05:52:00,1
2017-01-07 05:55:00,1
2017-01-07 06:01:00,1
