106,SELECT DISTINCT agency_timezone FROM m.agency WHERE agency_id = $#
2017-01-04 00:00:00,1
2017-01-04 00:03:00,1
2017-01-04 00:07:00,1
2017-01-04 00:17:00,1
2017-01-04 00:20:00,1
2017-01-04 00:23:00,1
2017-01-04 00:25:00,1
2017-01-04 00:26:00,1
2017-01-04 00:28:00,1
2017-01-04 00:29:00,1
2017-01-04 00:42:00,1
2017-01-04 00:45:00,1
2017-01-04 00:47:00,1
2017-01-04 00:55:00,1
2017-01-04 00:57:00,1
2017-01-04 00:58:00,1
2017-01-04 01:01:00,1
2017-01-04 01:02:00,1
2017-01-04 01:04:00,1
2017-01-04 01:05:00,2
2017-01-04 01:08:00,1
2017-01-04 01:11:00,1
2017-01-04 01:13:00,1
2017-01-04 01:15:00,1
2017-01-04 01:18:00,1
2017-01-04 01:23:00,1
2017-01-04 01:25:00,1
2017-01-04 01:26:00,1
2017-01-04 01:27:00,1
2017-01-04 01:29:00,1
2017-01-04 01:30:00,1
2017-01-04 01:36:00,1
2017-01-04 01:38:00,1
2017-01-04 01:40:00,1
2017-01-04 01:41:00,1
2017-01-04 01:43:00,1
2017-01-04 01:45:00,1
2017-01-04 01:52:00,1
2017-01-04 01:55:00,1
2017-01-04 01:56:00,1
2017-01-04 02:05:00,1
2017-01-04 02:24:00,1
2017-01-04 02:25:00,1
2017-01-04 02:26:00,1
2017-01-04 02:28:00,1
2017-01-04 02:29:00,1
2017-01-04 02:30:00,1
2017-01-04 02:31:00,1
2017-01-04 02:33:00,1
2017-01-04 02:34:00,1
2017-01-04 02:35:00,1
2017-01-04 02:36:00,1
2017-01-04 02:38:00,1
2017-01-04 02:53:00,1
2017-01-04 02:55:00,1
2017-01-04 02:56:00,1
2017-01-04 02:57:00,1
2017-01-04 02:58:00,1
2017-01-04 03:02:00,1
2017-01-04 03:03:00,1
2017-01-04 03:04:00,1
2017-01-04 03:05:00,1
2017-01-04 03:07:00,1
2017-01-04 03:08:00,1
2017-01-04 03:24:00,1
2017-01-04 03:25:00,1
2017-01-04 03:27:00,1
2017-01-04 03:28:00,1
2017-01-04 03:29:00,1
2017-01-04 03:34:00,1
2017-01-04 03:38:00,1
2017-01-04 03:40:00,1
2017-01-04 03:41:00,1
2017-01-04 03:42:00,1
2017-01-04 03:44:00,1
2017-01-04 03:45:00,1
2017-01-04 03:46:00,1
2017-01-04 03:47:00,1
2017-01-04 03:49:00,1
2017-01-04 03:50:00,1
2017-01-04 03:51:00,1
2017-01-04 03:52:00,1
2017-01-04 04:01:00,1
2017-01-04 04:03:00,1
2017-01-04 04:06:00,1
2017-01-04 04:08:00,1
2017-01-04 04:26:00,1
2017-01-04 04:28:00,1
2017-01-04 04:31:00,1
2017-01-04 04:33:00,1
2017-01-04 04:36:00,1
2017-01-04 04:39:00,1
2017-01-04 04:40:00,1
2017-01-04 04:42:00,1
2017-01-04 04:43:00,1
2017-01-04 04:44:00,1
2017-01-04 04:45:00,1
2017-01-04 04:47:00,1
2017-01-04 04:48:00,1
2017-01-04 04:49:00,1
2017-01-04 04:50:00,1
2017-01-04 04:52:00,1
2017-01-04 04:53:00,1
2017-01-04 05:00:00,1
2017-01-04 05:03:00,1
