106,SELECT DISTINCT agency_timezone FROM m.agency WHERE agency_id = $#
2016-12-24 00:04:00,1
2016-12-24 00:06:00,1
2016-12-24 00:22:00,1
2016-12-24 00:23:00,1
2016-12-24 00:32:00,1
2016-12-24 00:33:00,1
2016-12-24 00:34:00,1
2016-12-24 00:39:00,1
2016-12-24 00:45:00,1
2016-12-24 00:46:00,1
2016-12-24 00:49:00,1
2016-12-24 00:51:00,1
2016-12-24 00:54:00,1
2016-12-24 00:56:00,1
2016-12-24 00:58:00,1
2016-12-24 01:00:00,1
2016-12-24 01:01:00,1
2016-12-24 01:04:00,1
2016-12-24 01:05:00,1
2016-12-24 01:10:00,1
2016-12-24 01:14:00,1
2016-12-24 01:18:00,1
2016-12-24 01:20:00,1
2016-12-24 01:22:00,1
2016-12-24 01:23:00,1
2016-12-24 01:29:00,1
2016-12-24 01:30:00,1
2016-12-24 01:31:00,1
2016-12-24 01:33:00,1
2016-12-24 01:35:00,1
2016-12-24 01:46:00,1
2016-12-24 01:50:00,1
2016-12-24 01:54:00,1
2016-12-24 01:55:00,1
2016-12-24 01:56:00,1
2016-12-24 01:57:00,1
2016-12-24 01:58:00,1
2016-12-24 02:02:00,1
2016-12-24 02:04:00,1
2016-12-24 02:06:00,1
2016-12-24 02:07:00,1
2016-12-24 02:08:00,1
2016-12-24 02:09:00,1
2016-12-24 02:11:00,1
2016-12-24 02:41:00,1
2016-12-24 02:43:00,1
2016-12-24 02:44:00,1
2016-12-24 02:45:00,1
2016-12-24 02:46:00,1
2016-12-24 02:48:00,1
2016-12-24 02:49:00,1
2016-12-24 02:50:00,1
2016-12-24 02:51:00,1
2016-12-24 02:53:00,1
2016-12-24 02:54:00,1
2016-12-24 02:55:00,1
2016-12-24 02:56:00,1
2016-12-24 03:12:00,1
2016-12-24 03:14:00,1
2016-12-24 03:15:00,1
2016-12-24 03:16:00,1
2016-12-24 03:17:00,1
2016-12-24 03:19:00,1
2016-12-24 03:20:00,1
2016-12-24 03:25:00,1
2016-12-24 03:42:00,1
2016-12-24 03:44:00,1
2016-12-24 03:45:00,1
2016-12-24 03:46:00,1
2016-12-24 03:47:00,1
2016-12-24 03:49:00,1
2016-12-24 03:50:00,1
2016-12-24 03:51:00,1
2016-12-24 03:52:00,1
2016-12-24 03:54:00,1
2016-12-24 03:55:00,1
2016-12-24 03:56:00,1
2016-12-24 04:11:00,1
2016-12-24 04:23:00,1
2016-12-24 04:28:00,1
2016-12-24 04:30:00,1
2016-12-24 04:33:00,1
2016-12-24 04:43:00,1
2016-12-24 04:46:00,1
2016-12-24 04:48:00,1
2016-12-24 04:51:00,1
2016-12-24 04:53:00,1
2016-12-24 04:54:00,1
2016-12-24 04:56:00,1
2016-12-24 04:57:00,1
2016-12-24 05:03:00,1
2016-12-24 05:04:00,1
2016-12-24 05:08:00,1
2016-12-24 05:09:00,1
2016-12-24 05:14:00,1
2016-12-24 05:15:00,1
2016-12-24 05:16:00,1
2016-12-24 05:24:00,1
2016-12-24 05:32:00,1
2016-12-24 05:33:00,1
2016-12-24 05:35:00,1
2016-12-24 05:36:00,1
2016-12-24 05:38:00,1
2016-12-24 05:39:00,1
2016-12-24 05:45:00,1
2016-12-24 05:46:00,1
