73,SELECT DISTINCT agency_timezone FROM m.agency WHERE agency_id = $#
2017-01-13 00:00:00,1
2017-01-13 00:05:00,1
2017-01-13 00:07:00,1
2017-01-13 00:12:00,1
2017-01-13 00:14:00,1
2017-01-13 00:16:00,1
2017-01-13 00:18:00,1
2017-01-13 00:19:00,1
2017-01-13 00:23:00,1
2017-01-13 00:25:00,1
2017-01-13 00:39:00,1
2017-01-13 00:41:00,1
2017-01-13 00:44:00,1
2017-01-13 00:46:00,1
2017-01-13 00:48:00,1
2017-01-13 00:49:00,1
2017-01-13 00:51:00,1
2017-01-13 00:54:00,1
2017-01-13 01:01:00,1
2017-01-13 01:10:00,1
2017-01-13 01:11:00,1
2017-01-13 01:17:00,1
2017-01-13 01:24:00,1
2017-01-13 01:26:00,1
2017-01-13 01:36:00,1
2017-01-13 01:45:00,1
2017-01-13 01:47:00,1
2017-01-13 01:50:00,1
2017-01-13 01:54:00,1
2017-01-13 02:02:00,1
2017-01-13 02:12:00,1
2017-01-13 02:13:00,1
2017-01-13 02:15:00,1
2017-01-13 02:16:00,1
2017-01-13 02:19:00,1
2017-01-13 02:26:00,1
2017-01-13 02:28:00,1
2017-01-13 02:31:00,1
2017-01-13 02:35:00,1
2017-01-13 02:39:00,1
2017-01-13 02:47:00,1
2017-01-13 03:00:00,1
2017-01-13 03:06:00,1
2017-01-13 03:11:00,1
2017-01-13 03:12:00,1
2017-01-13 03:17:00,1
2017-01-13 03:20:00,1
2017-01-13 03:22:00,1
2017-01-13 03:31:00,1
2017-01-13 03:42:00,1
2017-01-13 03:46:00,1
2017-01-13 03:49:00,1
2017-01-13 03:50:00,1
2017-01-13 03:52:00,1
2017-01-13 03:55:00,1
2017-01-13 03:56:00,1
2017-01-13 04:04:00,1
2017-01-13 04:07:00,1
2017-01-13 04:17:00,1
2017-01-13 04:19:00,1
2017-01-13 04:25:00,1
2017-01-13 04:28:00,1
2017-01-13 04:30:00,1
2017-01-13 04:35:00,1
2017-01-13 04:36:00,1
2017-01-13 05:00:00,1
2017-01-13 05:08:00,1
2017-01-13 05:09:00,1
2017-01-13 05:12:00,1
2017-01-13 05:14:00,1
2017-01-13 05:21:00,1
2017-01-13 05:23:00,1
2017-01-13 05:24:00,1
