46,select #
2017-01-09 00:09:00,1
2017-01-09 00:12:00,1
2017-01-09 00:13:00,1
2017-01-09 00:17:00,1
2017-01-09 00:25:00,1
2017-01-09 00:30:00,1
2017-01-09 00:33:00,1
2017-01-09 00:35:00,1
2017-01-09 00:38:00,1
2017-01-09 00:40:00,1
2017-01-09 00:42:00,1
2017-01-09 01:04:00,1
2017-01-09 01:12:00,1
2017-01-09 01:17:00,1
2017-01-09 01:27:00,1
2017-01-09 01:30:00,1
2017-01-09 01:33:00,1
2017-01-09 01:41:00,1
2017-01-09 02:02:00,1
2017-01-09 02:13:00,1
2017-01-09 02:21:00,1
2017-01-09 02:26:00,1
2017-01-09 02:50:00,1
2017-01-09 03:01:00,1
2017-01-09 03:05:00,1
2017-01-09 03:28:00,1
2017-01-09 03:37:00,1
2017-01-09 03:43:00,1
2017-01-09 03:53:00,1
2017-01-09 04:00:00,1
2017-01-09 04:03:00,1
2017-01-09 04:05:00,1
2017-01-09 04:11:00,1
2017-01-09 04:24:00,1
2017-01-09 04:46:00,1
2017-01-09 04:56:00,1
2017-01-09 04:58:00,1
2017-01-09 05:00:00,1
2017-01-09 05:12:00,1
2017-01-09 05:18:00,1
2017-01-09 05:20:00,1
2017-01-09 05:23:00,1
2017-01-09 05:24:00,1
2017-01-09 05:29:00,2
2017-01-09 05:40:00,1
