39,"select st.trip_id, st.stop_sequence, st.estimate_source, st.fullness, st.departure_time_hour, st.departure_time_minute, s.stop_lat, s.stop_lon, t.direction_id, t.route_id, r.route_short_name from m.stop AS s RIGHT JOIN m.stop_time AS st  ON st.agency_id = s.agency_id AND st.stop_id = s.stop_id LEFT JOIN m.trip AS t ON t.agency_id = st.agency_id AND t.trip_id = st.trip_id LEFT JOIN m.route AS r ON t.agency_id = r.agency_id AND t.route_id = r.route_id WHERE st.estimate_source in ( @@@,  @@@) AND st.agency_id = $# AND (((departure_time_hour * # + departure_time_minute) >= ($#-#)  AND (departure_time_hour * # + departure_time_minute) <= ($#+#)) OR ((departure_time_hour * # + departure_time_minute) >= ($#-#)  AND (departure_time_hour * # + departure_time_minute) <= ($#+#)))  order by st.stop_sequence"
2017-01-09 00:05:00,1
2017-01-09 00:07:00,1
2017-01-09 00:20:00,1
2017-01-09 00:44:00,1
2017-01-09 00:47:00,1
2017-01-09 00:52:00,1
2017-01-09 01:07:00,1
2017-01-09 01:15:00,1
2017-01-09 01:22:00,1
2017-01-09 01:25:00,1
2017-01-09 01:36:00,1
2017-01-09 01:46:00,1
2017-01-09 01:56:00,1
2017-01-09 01:59:00,1
2017-01-09 02:05:00,1
2017-01-09 02:11:00,1
2017-01-09 02:15:00,1
2017-01-09 02:23:00,1
2017-01-09 02:39:00,1
2017-01-09 02:41:00,1
2017-01-09 02:53:00,1
2017-01-09 02:56:00,1
2017-01-09 03:12:00,1
2017-01-09 03:15:00,1
2017-01-09 03:19:00,1
2017-01-09 03:21:00,1
2017-01-09 03:33:00,1
2017-01-09 03:48:00,1
2017-01-09 03:56:00,1
2017-01-09 04:16:00,1
2017-01-09 04:29:00,1
2017-01-09 04:34:00,1
2017-01-09 04:43:00,1
2017-01-09 04:48:00,1
2017-01-09 04:54:00,1
2017-01-09 05:21:00,1
2017-01-09 05:37:00,1
2017-01-09 05:41:00,1
2017-01-09 05:44:00,1
