139,SELECT DISTINCT agency_timezone FROM m.agency WHERE agency_id = $#
2017-01-15 00:01:00,1
2017-01-15 00:02:00,1
2017-01-15 00:03:00,1
2017-01-15 00:04:00,1
2017-01-15 00:05:00,1
2017-01-15 00:07:00,1
2017-01-15 00:09:00,1
2017-01-15 00:13:00,1
2017-01-15 00:26:00,1
2017-01-15 00:28:00,1
2017-01-15 00:31:00,1
2017-01-15 00:32:00,1
2017-01-15 00:33:00,1
2017-01-15 00:35:00,1
2017-01-15 00:37:00,1
2017-01-15 00:40:00,1
2017-01-15 00:43:00,1
2017-01-15 00:44:00,1
2017-01-15 00:45:00,1
2017-01-15 00:46:00,1
2017-01-15 00:53:00,1
2017-01-15 00:55:00,1
2017-01-15 01:00:00,1
2017-01-15 01:02:00,1
2017-01-15 01:04:00,1
2017-01-15 01:07:00,1
2017-01-15 01:17:00,1
2017-01-15 01:20:00,1
2017-01-15 01:22:00,1
2017-01-15 01:23:00,1
2017-01-15 01:26:00,1
2017-01-15 01:31:00,1
2017-01-15 01:33:00,1
2017-01-15 01:36:00,1
2017-01-15 01:40:00,1
2017-01-15 01:42:00,1
2017-01-15 01:45:00,1
2017-01-15 01:47:00,1
2017-01-15 01:50:00,1
2017-01-15 01:51:00,1
2017-01-15 01:52:00,1
2017-01-15 01:55:00,1
2017-01-15 01:58:00,1
2017-01-15 02:06:00,1
2017-01-15 02:09:00,1
2017-01-15 02:11:00,1
2017-01-15 02:12:00,1
2017-01-15 02:13:00,1
2017-01-15 02:14:00,1
2017-01-15 02:16:00,1
2017-01-15 02:17:00,1
2017-01-15 02:18:00,1
2017-01-15 02:19:00,1
2017-01-15 02:21:00,1
2017-01-15 02:22:00,1
2017-01-15 02:24:00,1
2017-01-15 02:27:00,1
2017-01-15 02:29:00,1
2017-01-15 02:32:00,1
2017-01-15 02:39:00,1
2017-01-15 02:42:00,1
2017-01-15 02:44:00,1
2017-01-15 02:54:00,1
2017-01-15 02:55:00,1
2017-01-15 02:56:00,1
2017-01-15 02:57:00,1
2017-01-15 02:59:00,1
2017-01-15 03:00:00,1
2017-01-15 03:01:00,1
2017-01-15 03:02:00,1
2017-01-15 03:04:00,1
2017-01-15 03:05:00,1
2017-01-15 03:06:00,1
2017-01-15 03:07:00,1
2017-01-15 03:12:00,1
2017-01-15 03:13:00,1
2017-01-15 03:14:00,1
2017-01-15 03:16:00,1
2017-01-15 03:17:00,1
2017-01-15 03:18:00,1
2017-01-15 03:19:00,1
2017-01-15 03:21:00,1
2017-01-15 03:22:00,1
2017-01-15 03:23:00,1
2017-01-15 03:25:00,1
2017-01-15 03:28:00,1
2017-01-15 03:30:00,1
2017-01-15 03:33:00,1
2017-01-15 03:35:00,1
2017-01-15 03:38:00,1
2017-01-15 03:40:00,1
2017-01-15 03:41:00,1
2017-01-15 03:43:00,1
2017-01-15 03:44:00,1
2017-01-15 03:45:00,1
2017-01-15 03:46:00,1
2017-01-15 03:48:00,1
2017-01-15 03:49:00,1
2017-01-15 03:50:00,1
2017-01-15 03:51:00,1
2017-01-15 03:53:00,1
2017-01-15 04:09:00,1
2017-01-15 04:10:00,1
2017-01-15 04:11:00,1
2017-01-15 04:12:00,1
2017-01-15 04:14:00,1
2017-01-15 04:15:00,1
2017-01-15 04:16:00,1
2017-01-15 04:17:00,1
2017-01-15 04:19:00,1
2017-01-15 04:20:00,1
2017-01-15 04:21:00,1
2017-01-15 04:22:00,1
2017-01-15 04:23:00,1
2017-01-15 04:25:00,1
2017-01-15 04:26:00,1
2017-01-15 04:27:00,1
2017-01-15 04:28:00,1
2017-01-15 04:30:00,1
2017-01-15 04:31:00,1
2017-01-15 04:32:00,1
2017-01-15 04:35:00,1
2017-01-15 04:37:00,1
2017-01-15 04:41:00,1
2017-01-15 04:43:00,1
2017-01-15 04:46:00,1
2017-01-15 04:48:00,1
2017-01-15 04:51:00,1
2017-01-15 05:01:00,1
2017-01-15 05:03:00,1
2017-01-15 05:04:00,1
2017-01-15 05:05:00,1
2017-01-15 05:06:00,1
2017-01-15 05:09:00,1
2017-01-15 05:18:00,1
2017-01-15 05:24:00,1
2017-01-15 05:25:00,1
2017-01-15 05:26:00,1
2017-01-15 05:28:00,1
