122,"select st.trip_id, st.stop_sequence, st.estimate_source, st.fullness, st.departure_time_hour, st.departure_time_minute, s.stop_lat, s.stop_lon, t.direction_id, t.route_id, r.route_short_name from m.stop AS s RIGHT JOIN m.stop_time AS st  ON st.agency_id = s.agency_id AND st.stop_id = s.stop_id LEFT JOIN m.trip AS t ON t.agency_id = st.agency_id AND t.trip_id = st.trip_id LEFT JOIN m.route AS r ON t.agency_id = r.agency_id AND t.route_id = r.route_id WHERE st.estimate_source in ( @@@,  @@@) AND st.agency_id = $# AND (((departure_time_hour * # + departure_time_minute) >= ($#-#)  AND (departure_time_hour * # + departure_time_minute) <= ($#+#)) OR ((departure_time_hour * # + departure_time_minute) >= ($#-#)  AND (departure_time_hour * # + departure_time_minute) <= ($#+#)))  order by st.stop_sequence"
2016-12-17 00:11:00,2
2016-12-17 00:22:00,1
2016-12-17 00:23:00,1
2016-12-17 00:24:00,1
2016-12-17 00:25:00,1
2016-12-17 00:26:00,1
2016-12-17 00:28:00,1
2016-12-17 00:29:00,1
2016-12-17 00:30:00,1
2016-12-17 00:32:00,1
2016-12-17 00:33:00,1
2016-12-17 00:36:00,1
2016-12-17 00:40:00,1
2016-12-17 00:42:00,1
2016-12-17 00:44:00,1
2016-12-17 00:46:00,1
2016-12-17 00:48:00,1
2016-12-17 00:49:00,1
2016-12-17 00:50:00,1
2016-12-17 00:54:00,1
2016-12-17 00:56:00,2
2016-12-17 00:58:00,1
2016-12-17 00:59:00,1
2016-12-17 01:04:00,1
2016-12-17 01:08:00,1
2016-12-17 01:12:00,1
2016-12-17 01:19:00,1
2016-12-17 01:27:00,1
2016-12-17 01:28:00,1
2016-12-17 01:31:00,1
2016-12-17 01:32:00,1
2016-12-17 01:37:00,1
2016-12-17 01:40:00,1
2016-12-17 01:42:00,1
2016-12-17 01:43:00,1
2016-12-17 01:47:00,1
2016-12-17 01:48:00,1
2016-12-17 01:51:00,1
2016-12-17 01:52:00,1
2016-12-17 01:56:00,1
2016-12-17 01:57:00,1
2016-12-17 01:58:00,1
2016-12-17 01:59:00,1
2016-12-17 02:00:00,1
2016-12-17 02:02:00,1
2016-12-17 02:03:00,1
2016-12-17 02:07:00,1
2016-12-17 02:08:00,1
2016-12-17 02:09:00,1
2016-12-17 02:11:00,1
2016-12-17 02:27:00,1
2016-12-17 02:28:00,1
2016-12-17 02:29:00,1
2016-12-17 02:31:00,1
2016-12-17 02:32:00,1
2016-12-17 02:33:00,1
2016-12-17 02:34:00,1
2016-12-17 02:36:00,1
2016-12-17 02:39:00,1
2016-12-17 02:42:00,1
2016-12-17 02:45:00,1
2016-12-17 02:47:00,1
2016-12-17 02:50:00,1
2016-12-17 02:52:00,1
2016-12-17 02:53:00,1
2016-12-17 02:55:00,1
2016-12-17 02:57:00,1
2016-12-17 02:59:00,1
2016-12-17 03:00:00,1
2016-12-17 03:03:00,1
2016-12-17 03:05:00,1
2016-12-17 03:08:00,1
2016-12-17 03:09:00,1
2016-12-17 03:12:00,1
2016-12-17 03:13:00,1
2016-12-17 03:16:00,1
2016-12-17 03:18:00,1
2016-12-17 03:21:00,1
2016-12-17 03:23:00,1
2016-12-17 03:24:00,1
2016-12-17 03:56:00,1
2016-12-17 03:57:00,1
2016-12-17 03:59:00,1
2016-12-17 04:00:00,1
2016-12-17 04:01:00,1
2016-12-17 04:02:00,1
2016-12-17 04:04:00,1
2016-12-17 04:05:00,1
2016-12-17 04:06:00,1
2016-12-17 04:07:00,1
2016-12-17 04:08:00,1
2016-12-17 04:10:00,1
2016-12-17 04:25:00,1
2016-12-17 04:29:00,1
2016-12-17 04:31:00,1
2016-12-17 04:34:00,1
2016-12-17 04:36:00,1
2016-12-17 04:40:00,1
2016-12-17 04:43:00,1
2016-12-17 04:45:00,1
2016-12-17 04:48:00,1
2016-12-17 04:50:00,1
2016-12-17 04:53:00,1
2016-12-17 04:54:00,1
2016-12-17 04:56:00,1
2016-12-17 04:57:00,1
2016-12-17 05:00:00,1
2016-12-17 05:02:00,1
2016-12-17 05:03:00,1
2016-12-17 05:07:00,1
2016-12-17 05:13:00,1
2016-12-17 05:20:00,2
2016-12-17 05:21:00,1
2016-12-17 05:22:00,1
2016-12-17 05:25:00,1
2016-12-17 05:35:00,1
2016-12-17 05:38:00,1
2016-12-17 05:39:00,1
2016-12-17 05:46:00,1
