106,SELECT DISTINCT agency_timezone FROM m.agency WHERE agency_id = $#
2016-12-10 00:01:00,1
2016-12-10 00:03:00,1
2016-12-10 00:07:00,1
2016-12-10 00:09:00,1
2016-12-10 00:10:00,1
2016-12-10 00:13:00,1
2016-12-10 00:17:00,1
2016-12-10 00:18:00,1
2016-12-10 00:22:00,1
2016-12-10 00:23:00,1
2016-12-10 00:25:00,1
2016-12-10 00:26:00,1
2016-12-10 00:29:00,1
2016-12-10 00:31:00,1
2016-12-10 00:33:00,1
2016-12-10 00:42:00,1
2016-12-10 00:53:00,1
2016-12-10 00:55:00,1
2016-12-10 01:02:00,1
2016-12-10 01:06:00,1
2016-12-10 01:07:00,1
2016-12-10 01:12:00,1
2016-12-10 01:14:00,1
2016-12-10 01:24:00,1
2016-12-10 01:27:00,1
2016-12-10 01:36:00,1
2016-12-10 01:44:00,1
2016-12-10 01:46:00,1
2016-12-10 01:47:00,1
2016-12-10 01:48:00,1
2016-12-10 01:51:00,1
2016-12-10 01:52:00,1
2016-12-10 01:54:00,1
2016-12-10 02:02:00,1
2016-12-10 02:06:00,1
2016-12-10 02:07:00,1
2016-12-10 02:09:00,1
2016-12-10 02:10:00,1
2016-12-10 02:41:00,1
2016-12-10 02:42:00,1
2016-12-10 02:44:00,1
2016-12-10 02:45:00,1
2016-12-10 02:46:00,1
2016-12-10 02:47:00,1
2016-12-10 02:49:00,1
2016-12-10 02:50:00,1
2016-12-10 02:51:00,1
2016-12-10 02:52:00,1
2016-12-10 02:53:00,1
2016-12-10 02:55:00,1
2016-12-10 03:11:00,1
2016-12-10 03:12:00,1
2016-12-10 03:13:00,1
2016-12-10 03:15:00,1
2016-12-10 03:16:00,1
2016-12-10 03:17:00,1
2016-12-10 03:18:00,1
2016-12-10 03:20:00,1
2016-12-10 03:21:00,1
2016-12-10 03:22:00,1
2016-12-10 03:24:00,1
2016-12-10 03:26:00,1
2016-12-10 03:42:00,1
2016-12-10 03:43:00,1
2016-12-10 03:44:00,1
2016-12-10 03:46:00,2
2016-12-10 03:50:00,1
2016-12-10 03:53:00,1
2016-12-10 03:54:00,1
2016-12-10 03:57:00,1
2016-12-10 04:00:00,1
2016-12-10 04:02:00,1
2016-12-10 04:05:00,1
2016-12-10 04:07:00,1
2016-12-10 04:10:00,1
2016-12-10 04:11:00,1
2016-12-10 04:27:00,1
2016-12-10 04:28:00,1
2016-12-10 04:30:00,1
2016-12-10 04:31:00,1
2016-12-10 04:32:00,1
2016-12-10 04:33:00,1
2016-12-10 04:35:00,1
2016-12-10 04:36:00,1
2016-12-10 04:37:00,1
2016-12-10 04:38:00,1
2016-12-10 04:39:00,1
2016-12-10 04:41:00,1
2016-12-10 04:57:00,1
2016-12-10 04:58:00,1
2016-12-10 04:59:00,1
2016-12-10 05:02:00,1
2016-12-10 05:03:00,1
2016-12-10 05:07:00,1
2016-12-10 05:08:00,1
2016-12-10 05:09:00,1
2016-12-10 05:15:00,1
2016-12-10 05:19:00,1
2016-12-10 05:25:00,1
2016-12-10 05:26:00,1
2016-12-10 05:29:00,1
2016-12-10 05:30:00,1
2016-12-10 05:36:00,1
2016-12-10 05:37:00,1
2016-12-10 05:44:00,1
