50,select #
2016-12-10 00:00:00,1
2016-12-10 00:05:00,1
2016-12-10 00:06:00,1
2016-12-10 00:14:00,1
2016-12-10 00:32:00,1
2016-12-10 00:36:00,1
2016-12-10 00:48:00,1
2016-12-10 01:01:00,1
2016-12-10 01:05:00,1
2016-12-10 01:16:00,1
2016-12-10 01:18:00,1
2016-12-10 01:20:00,1
2016-12-10 01:25:00,1
2016-12-10 01:28:00,1
2016-12-10 01:30:00,1
2016-12-10 01:57:00,1
2016-12-10 01:59:00,1
2016-12-10 02:08:00,1
2016-12-10 02:27:00,1
2016-12-10 02:28:00,1
2016-12-10 02:29:00,1
2016-12-10 02:30:00,1
2016-12-10 02:32:00,1
2016-12-10 02:33:00,1
2016-12-10 02:34:00,1
2016-12-10 02:35:00,1
2016-12-10 02:37:00,1
2016-12-10 02:38:00,1
2016-12-10 02:39:00,1
2016-12-10 02:40:00,1
2016-12-10 03:00:00,1
2016-12-10 03:02:00,1
2016-12-10 03:03:00,1
2016-12-10 03:04:00,1
2016-12-10 03:05:00,1
2016-12-10 03:07:00,1
2016-12-10 03:08:00,1
2016-12-10 03:09:00,1
2016-12-10 03:10:00,1
2016-12-10 03:49:00,1
2016-12-10 03:52:00,1
2016-12-10 03:55:00,1
2016-12-10 05:16:00,1
2016-12-10 05:17:00,1
2016-12-10 05:20:00,1
2016-12-10 05:21:00,1
2016-12-10 05:23:00,1
2016-12-10 05:32:00,1
2016-12-10 05:34:00,1
2016-12-10 05:38:00,1
