104,"select st.trip_id, st.stop_sequence, st.estimate_source, st.fullness, st.departure_time_hour, st.departure_time_minute, s.stop_lat, s.stop_lon, t.direction_id, t.route_id, r.route_short_name from m.stop AS s RIGHT JOIN m.stop_time AS st  ON st.agency_id = s.agency_id AND st.stop_id = s.stop_id LEFT JOIN m.trip AS t ON t.agency_id = st.agency_id AND t.trip_id = st.trip_id LEFT JOIN m.route AS r ON t.agency_id = r.agency_id AND t.route_id = r.route_id WHERE st.estimate_source in ( @@@,  @@@) AND st.agency_id = $# AND (((departure_time_hour * # + departure_time_minute) >= ($#-#)  AND (departure_time_hour * # + departure_time_minute) <= ($#+#)) OR ((departure_time_hour * # + departure_time_minute) >= ($#-#)  AND (departure_time_hour * # + departure_time_minute) <= ($#+#)))  order by st.stop_sequence"
2016-12-23 00:10:00,1
2016-12-23 00:14:00,1
2016-12-23 00:15:00,1
2016-12-23 00:16:00,1
2016-12-23 00:19:00,1
2016-12-23 00:23:00,1
2016-12-23 00:24:00,1
2016-12-23 00:28:00,1
2016-12-23 00:33:00,1
2016-12-23 00:34:00,1
2016-12-23 00:36:00,1
2016-12-23 00:39:00,1
2016-12-23 00:45:00,1
2016-12-23 00:47:00,1
2016-12-23 00:48:00,1
2016-12-23 00:50:00,1
2016-12-23 00:51:00,1
2016-12-23 00:59:00,1
2016-12-23 01:01:00,1
2016-12-23 01:03:00,1
2016-12-23 01:04:00,1
2016-12-23 01:09:00,1
2016-12-23 01:14:00,1
2016-12-23 01:23:00,1
2016-12-23 01:27:00,1
2016-12-23 01:28:00,1
2016-12-23 01:29:00,1
2016-12-23 01:31:00,1
2016-12-23 01:42:00,1
2016-12-23 01:45:00,1
2016-12-23 01:49:00,1
2016-12-23 01:52:00,1
2016-12-23 01:53:00,1
2016-12-23 01:57:00,1
2016-12-23 02:01:00,1
2016-12-23 02:04:00,1
2016-12-23 02:07:00,1
2016-12-23 02:12:00,1
2016-12-23 02:14:00,1
2016-12-23 02:17:00,1
2016-12-23 02:19:00,1
2016-12-23 02:22:00,1
2016-12-23 02:23:00,1
2016-12-23 02:25:00,1
2016-12-23 02:29:00,1
2016-12-23 02:31:00,1
2016-12-23 02:34:00,1
2016-12-23 02:36:00,1
2016-12-23 02:40:00,1
2016-12-23 02:41:00,1
2016-12-23 02:45:00,1
2016-12-23 02:48:00,1
2016-12-23 02:50:00,1
2016-12-23 02:53:00,1
2016-12-23 02:54:00,1
2016-12-23 02:56:00,1
2016-12-23 02:57:00,1
2016-12-23 03:00:00,1
2016-12-23 03:01:00,1
2016-12-23 03:02:00,1
2016-12-23 03:03:00,1
2016-12-23 03:05:00,1
2016-12-23 03:06:00,1
2016-12-23 03:07:00,1
2016-12-23 03:11:00,1
2016-12-23 03:27:00,1
2016-12-23 03:28:00,1
2016-12-23 03:29:00,1
2016-12-23 03:31:00,1
2016-12-23 03:32:00,1
2016-12-23 03:33:00,1
2016-12-23 03:34:00,1
2016-12-23 03:36:00,1
2016-12-23 03:37:00,1
2016-12-23 03:38:00,1
2016-12-23 03:39:00,1
2016-12-23 03:40:00,1
2016-12-23 03:56:00,1
2016-12-23 04:06:00,1
2016-12-23 04:12:00,1
2016-12-23 04:14:00,1
2016-12-23 04:15:00,1
2016-12-23 04:16:00,1
2016-12-23 04:17:00,1
2016-12-23 04:20:00,1
2016-12-23 04:21:00,1
2016-12-23 04:22:00,1
2016-12-23 04:25:00,1
2016-12-23 04:26:00,1
2016-12-23 04:43:00,1
2016-12-23 04:46:00,1
2016-12-23 04:49:00,1
2016-12-23 04:56:00,1
2016-12-23 05:02:00,1
2016-12-23 05:04:00,1
2016-12-23 05:05:00,1
2016-12-23 05:09:00,1
2016-12-23 05:15:00,2
2016-12-23 05:20:00,1
2016-12-23 05:22:00,1
2016-12-23 05:26:00,1
2016-12-23 05:30:00,1
2016-12-23 05:32:00,1
