85,"select st.trip_id, st.stop_sequence, st.estimate_source, st.fullness, st.departure_time_hour, st.departure_time_minute, s.stop_lat, s.stop_lon, t.direction_id, t.route_id, r.route_short_name from m.stop AS s RIGHT JOIN m.stop_time AS st  ON st.agency_id = s.agency_id AND st.stop_id = s.stop_id LEFT JOIN m.trip AS t ON t.agency_id = st.agency_id AND t.trip_id = st.trip_id LEFT JOIN m.route AS r ON t.agency_id = r.agency_id AND t.route_id = r.route_id WHERE st.estimate_source in ( @@@,  @@@) AND st.agency_id = $# AND (((departure_time_hour * # + departure_time_minute) >= ($#-#)  AND (departure_time_hour * # + departure_time_minute) <= ($#+#)) OR ((departure_time_hour * # + departure_time_minute) >= ($#-#)  AND (departure_time_hour * # + departure_time_minute) <= ($#+#)))  order by st.stop_sequence"
2016-12-07 00:03:00,1
2016-12-07 00:04:00,1
2016-12-07 00:05:00,1
2016-12-07 00:07:00,1
2016-12-07 00:08:00,1
2016-12-07 00:13:00,1
2016-12-07 00:16:00,1
2016-12-07 00:21:00,1
2016-12-07 00:29:00,1
2016-12-07 00:34:00,1
2016-12-07 00:38:00,1
2016-12-07 00:46:00,1
2016-12-07 00:49:00,1
2016-12-07 00:54:00,1
2016-12-07 00:58:00,1
2016-12-07 00:59:00,1
2016-12-07 01:10:00,1
2016-12-07 01:13:00,1
2016-12-07 01:15:00,1
2016-12-07 01:17:00,1
2016-12-07 01:21:00,1
2016-12-07 01:23:00,1
2016-12-07 01:26:00,1
2016-12-07 01:30:00,1
2016-12-07 01:32:00,1
2016-12-07 01:34:00,1
2016-12-07 01:38:00,1
2016-12-07 01:39:00,1
2016-12-07 01:41:00,1
2016-12-07 01:42:00,1
2016-12-07 01:43:00,1
2016-12-07 01:44:00,1
2016-12-07 01:46:00,1
2016-12-07 01:48:00,1
2016-12-07 01:51:00,1
2016-12-07 01:53:00,1
2016-12-07 01:58:00,1
2016-12-07 02:01:00,1
2016-12-07 02:07:00,1
2016-12-07 02:10:00,1
2016-12-07 02:15:00,1
2016-12-07 02:17:00,1
2016-12-07 02:20:00,1
2016-12-07 02:24:00,1
2016-12-07 02:27:00,1
2016-12-07 02:29:00,1
2016-12-07 02:32:00,1
2016-12-07 02:36:00,1
2016-12-07 02:39:00,1
2016-12-07 02:41:00,1
2016-12-07 02:42:00,1
2016-12-07 02:48:00,1
2016-12-07 02:51:00,1
2016-12-07 02:56:00,1
2016-12-07 02:58:00,1
2016-12-07 03:02:00,1
2016-12-07 03:03:00,1
2016-12-07 03:04:00,1
2016-12-07 03:05:00,1
2016-12-07 03:07:00,1
2016-12-07 03:12:00,1
2016-12-07 03:15:00,1
2016-12-07 03:18:00,1
2016-12-07 03:20:00,1
2016-12-07 03:23:00,1
2016-12-07 03:25:00,1
2016-12-07 03:27:00,1
2016-12-07 03:30:00,1
2016-12-07 03:40:00,1
2016-12-07 03:41:00,1
2016-12-07 03:42:00,1
2016-12-07 03:43:00,1
2016-12-07 03:45:00,1
2016-12-07 03:54:00,1
2016-12-07 03:55:00,1
2016-12-07 04:09:00,1
2016-12-07 04:10:00,1
2016-12-07 04:23:00,1
2016-12-07 04:36:00,1
2016-12-07 04:38:00,1
2016-12-07 04:47:00,1
2016-12-07 04:53:00,1
2016-12-07 04:56:00,1
2016-12-07 04:59:00,1
2016-12-07 05:00:00,1
