48,select #
2016-12-19 00:12:00,1
2016-12-19 00:17:00,1
2016-12-19 00:18:00,1
2016-12-19 00:24:00,1
2016-12-19 00:33:00,2
2016-12-19 00:38:00,1
2016-12-19 00:39:00,1
2016-12-19 00:49:00,1
2016-12-19 00:58:00,1
2016-12-19 01:03:00,1
2016-12-19 01:06:00,1
2016-12-19 01:08:00,1
2016-12-19 01:09:00,1
2016-12-19 01:13:00,1
2016-12-19 01:15:00,1
2016-12-19 01:25:00,1
2016-12-19 01:34:00,1
2016-12-19 01:49:00,1
2016-12-19 01:53:00,1
2016-12-19 02:05:00,1
2016-12-19 02:06:00,1
2016-12-19 02:15:00,1
2016-12-19 02:19:00,1
2016-12-19 02:26:00,1
2016-12-19 02:41:00,1
2016-12-19 02:45:00,1
2016-12-19 02:58:00,1
2016-12-19 03:06:00,1
2016-12-19 03:08:00,1
2016-12-19 03:15:00,1
2016-12-19 03:19:00,1
2016-12-19 03:23:00,1
2016-12-19 03:30:00,1
2016-12-19 03:35:00,1
2016-12-19 03:45:00,1
2016-12-19 03:46:00,1
2016-12-19 03:56:00,1
2016-12-19 04:02:00,1
2016-12-19 04:03:00,1
2016-12-19 04:10:00,1
2016-12-19 04:15:00,1
2016-12-19 04:21:00,1
2016-12-19 04:32:00,1
2016-12-19 04:42:00,1
2016-12-19 04:47:00,1
2016-12-19 04:54:00,1
2016-12-19 04:59:00,1
