59,SELECT DISTINCT agency_timezone FROM m.agency WHERE agency_id = $#
2017-01-11 00:02:00,1
2017-01-11 00:08:00,1
2017-01-11 00:18:00,1
2017-01-11 00:25:00,1
2017-01-11 00:37:00,1
2017-01-11 00:38:00,1
2017-01-11 00:45:00,1
2017-01-11 00:50:00,1
2017-01-11 01:01:00,1
2017-01-11 01:06:00,1
2017-01-11 01:16:00,1
2017-01-11 01:26:00,1
2017-01-11 01:36:00,1
2017-01-11 01:46:00,1
2017-01-11 01:50:00,1
2017-01-11 02:04:00,1
2017-01-11 02:06:00,1
2017-01-11 02:08:00,1
2017-01-11 02:16:00,1
2017-01-11 02:23:00,1
2017-01-11 02:39:00,1
2017-01-11 02:42:00,1
2017-01-11 02:44:00,1
2017-01-11 02:49:00,1
2017-01-11 02:51:00,1
2017-01-11 02:56:00,1
2017-01-11 02:57:00,1
2017-01-11 02:59:00,1
2017-01-11 03:02:00,1
2017-01-11 03:07:00,1
2017-01-11 03:10:00,1
2017-01-11 03:13:00,1
2017-01-11 03:17:00,1
2017-01-11 03:23:00,1
2017-01-11 03:29:00,1
2017-01-11 03:36:00,1
2017-01-11 03:42:00,1
2017-01-11 03:49:00,1
2017-01-11 03:55:00,1
2017-01-11 04:00:00,1
2017-01-11 04:02:00,1
2017-01-11 04:05:00,1
2017-01-11 04:07:00,1
2017-01-11 04:18:00,1
2017-01-11 04:25:00,1
2017-01-11 04:31:00,1
2017-01-11 04:33:00,1
2017-01-11 04:38:00,1
2017-01-11 04:41:00,1
2017-01-11 04:56:00,1
2017-01-11 04:58:00,1
2017-01-11 05:03:00,1
2017-01-11 05:06:00,1
2017-01-11 05:17:00,1
2017-01-11 05:22:00,1
2017-01-11 05:27:00,1
2017-01-11 05:31:00,1
2017-01-11 05:33:00,1
2017-01-11 05:34:00,1
