76,SELECT DISTINCT agency_timezone FROM m.agency WHERE agency_id = $#
2016-12-08 00:07:00,1
2016-12-08 00:09:00,2
2016-12-08 00:13:00,1
2016-12-08 00:14:00,1
2016-12-08 00:26:00,1
2016-12-08 00:32:00,1
2016-12-08 00:33:00,1
2016-12-08 00:36:00,1
2016-12-08 00:40:00,1
2016-12-08 00:42:00,1
2016-12-08 00:44:00,1
2016-12-08 00:46:00,1
2016-12-08 00:48:00,1
2016-12-08 00:49:00,1
2016-12-08 00:52:00,1
2016-12-08 00:57:00,1
2016-12-08 00:59:00,1
2016-12-08 01:01:00,1
2016-12-08 01:03:00,1
2016-12-08 01:06:00,1
2016-12-08 01:07:00,1
2016-12-08 01:09:00,1
2016-12-08 01:12:00,1
2016-12-08 01:19:00,1
2016-12-08 01:22:00,1
2016-12-08 01:32:00,1
2016-12-08 01:35:00,1
2016-12-08 01:37:00,1
2016-12-08 01:44:00,1
2016-12-08 01:47:00,1
2016-12-08 01:50:00,1
2016-12-08 01:52:00,1
2016-12-08 02:00:00,1
2016-12-08 02:02:00,1
2016-12-08 02:03:00,1
2016-12-08 02:06:00,1
2016-12-08 02:07:00,1
2016-12-08 02:11:00,1
2016-12-08 02:17:00,1
2016-12-08 02:23:00,1
2016-12-08 02:38:00,1
2016-12-08 02:40:00,1
2016-12-08 02:43:00,1
2016-12-08 02:45:00,1
2016-12-08 02:48:00,1
2016-12-08 02:50:00,1
2016-12-08 02:54:00,1
2016-12-08 02:55:00,1
2016-12-08 02:56:00,1
2016-12-08 02:57:00,1
2016-12-08 02:59:00,1
2016-12-08 03:00:00,1
2016-12-08 03:11:00,1
2016-12-08 03:14:00,1
2016-12-08 03:16:00,1
2016-12-08 03:19:00,1
2016-12-08 03:21:00,1
2016-12-08 03:26:00,1
2016-12-08 03:29:00,1
2016-12-08 03:31:00,1
2016-12-08 03:34:00,1
2016-12-08 03:36:00,1
2016-12-08 03:41:00,1
2016-12-08 03:56:00,1
2016-12-08 03:58:00,1
2016-12-08 03:59:00,1
2016-12-08 04:02:00,1
2016-12-08 04:09:00,1
2016-12-08 04:11:00,1
2016-12-08 04:38:00,1
2016-12-08 04:40:00,1
2016-12-08 04:53:00,1
2016-12-08 04:54:00,1
2016-12-08 04:56:00,1
2016-12-08 04:57:00,1
