47,select #
2016-12-08 00:00:00,1
2016-12-08 00:01:00,1
2016-12-08 00:06:00,1
2016-12-08 00:17:00,1
2016-12-08 00:21:00,1
2016-12-08 00:24:00,1
2016-12-08 02:13:00,1
2016-12-08 02:15:00,1
2016-12-08 02:18:00,1
2016-12-08 02:24:00,1
2016-12-08 02:26:00,1
2016-12-08 02:27:00,1
2016-12-08 02:28:00,1
2016-12-08 02:29:00,1
2016-12-08 02:31:00,1
2016-12-08 02:33:00,1
2016-12-08 02:35:00,1
2016-12-08 02:39:00,1
2016-12-08 02:42:00,1
2016-12-08 02:44:00,1
2016-12-08 02:47:00,1
2016-12-08 02:49:00,1
2016-12-08 02:52:00,1
2016-12-08 03:01:00,1
2016-12-08 03:08:00,1
2016-12-08 03:10:00,1
2016-12-08 03:12:00,1
2016-12-08 03:15:00,1
2016-12-08 03:17:00,1
2016-12-08 03:20:00,1
2016-12-08 03:22:00,1
2016-12-08 04:00:00,1
2016-12-08 04:02:00,1
2016-12-08 04:07:00,1
2016-12-08 04:13:00,1
2016-12-08 04:14:00,1
2016-12-08 04:16:00,1
2016-12-08 04:20:00,1
2016-12-08 04:21:00,1
2016-12-08 04:22:00,1
2016-12-08 04:39:00,1
2016-12-08 04:41:00,1
2016-12-08 04:43:00,1
2016-12-08 04:46:00,1
2016-12-08 04:48:00,1
2016-12-08 04:51:00,1
2016-12-08 04:59:00,1
