97,"select st.trip_id, st.stop_sequence, st.estimate_source, st.fullness, st.departure_time_hour, st.departure_time_minute, s.stop_lat, s.stop_lon, t.direction_id, t.route_id, r.route_short_name from m.stop AS s RIGHT JOIN m.stop_time AS st  ON st.agency_id = s.agency_id AND st.stop_id = s.stop_id LEFT JOIN m.trip AS t ON t.agency_id = st.agency_id AND t.trip_id = st.trip_id LEFT JOIN m.route AS r ON t.agency_id = r.agency_id AND t.route_id = r.route_id WHERE st.estimate_source in ( @@@,  @@@) AND st.agency_id = $# AND (((departure_time_hour * # + departure_time_minute) >= ($#-#)  AND (departure_time_hour * # + departure_time_minute) <= ($#+#)) OR ((departure_time_hour * # + departure_time_minute) >= ($#-#)  AND (departure_time_hour * # + departure_time_minute) <= ($#+#)))  order by st.stop_sequence"
2017-01-20 00:03:00,1
2017-01-20 00:04:00,1
2017-01-20 00:06:00,1
2017-01-20 00:08:00,1
2017-01-20 00:10:00,1
2017-01-20 00:12:00,1
2017-01-20 00:16:00,1
2017-01-20 00:17:00,1
2017-01-20 00:19:00,1
2017-01-20 00:20:00,1
2017-01-20 00:22:00,1
2017-01-20 00:24:00,1
2017-01-20 00:25:00,1
2017-01-20 00:36:00,1
2017-01-20 00:39:00,1
2017-01-20 00:47:00,1
2017-01-20 00:53:00,1
2017-01-20 00:56:00,1
2017-01-20 01:01:00,1
2017-01-20 01:02:00,1
2017-01-20 01:03:00,1
2017-01-20 01:05:00,1
2017-01-20 01:07:00,1
2017-01-20 01:08:00,1
2017-01-20 01:12:00,1
2017-01-20 01:13:00,1
2017-01-20 01:15:00,1
2017-01-20 01:16:00,1
2017-01-20 01:18:00,1
2017-01-20 01:20:00,1
2017-01-20 01:25:00,1
2017-01-20 01:28:00,1
2017-01-20 01:30:00,1
2017-01-20 01:35:00,1
2017-01-20 01:37:00,1
2017-01-20 01:38:00,1
2017-01-20 01:40:00,1
2017-01-20 01:41:00,1
2017-01-20 01:43:00,1
2017-01-20 01:45:00,1
2017-01-20 01:47:00,1
2017-01-20 01:48:00,1
2017-01-20 01:49:00,1
2017-01-20 01:50:00,1
2017-01-20 01:52:00,1
2017-01-20 01:53:00,1
2017-01-20 01:58:00,1
2017-01-20 02:00:00,1
2017-01-20 02:01:00,1
2017-01-20 02:03:00,1
2017-01-20 02:10:00,1
2017-01-20 02:11:00,1
2017-01-20 02:17:00,1
2017-01-20 02:20:00,1
2017-01-20 02:22:00,1
2017-01-20 02:31:00,1
2017-01-20 02:54:00,1
2017-01-20 03:01:00,1
2017-01-20 03:03:00,1
2017-01-20 03:04:00,1
2017-01-20 03:05:00,1
2017-01-20 03:06:00,1
2017-01-20 03:08:00,1
2017-01-20 03:10:00,1
2017-01-20 03:13:00,1
2017-01-20 03:15:00,1
2017-01-20 03:18:00,1
2017-01-20 03:20:00,1
2017-01-20 03:23:00,1
2017-01-20 03:41:00,1
2017-01-20 03:44:00,1
2017-01-20 03:46:00,1
2017-01-20 03:49:00,1
2017-01-20 03:51:00,1
2017-01-20 03:55:00,1
2017-01-20 03:57:00,1
2017-01-20 04:00:00,1
2017-01-20 04:03:00,1
2017-01-20 04:05:00,1
2017-01-20 04:29:00,1
2017-01-20 04:31:00,1
2017-01-20 04:34:00,1
2017-01-20 04:36:00,1
2017-01-20 04:38:00,1
2017-01-20 04:40:00,1
2017-01-20 04:42:00,1
2017-01-20 04:45:00,1
2017-01-20 04:47:00,1
2017-01-20 04:48:00,1
2017-01-20 04:50:00,1
2017-01-20 04:51:00,1
2017-01-20 04:52:00,1
2017-01-20 04:54:00,1
2017-01-20 04:56:00,1
2017-01-20 04:57:00,1
2017-01-20 04:58:00,1
2017-01-20 04:59:00,1
